action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24357177,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.75', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '45.0'}]",CHEMBL5033586,Inhibition of human topoisomerase I using DNA pBR322 as substrate assessed as DNA relaxation incubated for 45 mins by ethidium bromide staining based agarose gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)c2ncccc2Nc2cccc(C(F)(F)F)c2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL5032522,Eur J Med Chem,2021,,CHEMBL5088859,,CHEMBL5088859,,0,http://www.openphacts.org/units/Nanomolar,3773874,=,1,1,=,,IC50,nM,,107630.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,107.63
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24357179,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.75', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '45.0'}]",CHEMBL5033586,Inhibition of human topoisomerase I using DNA pBR322 as substrate assessed as DNA relaxation incubated for 45 mins by ethidium bromide staining based agarose gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)c2ccccc2Nc2cccc(C)c2C)cc1OC,,,CHEMBL5032522,Eur J Med Chem,2021,"{'bei': '10.81', 'le': '0.20', 'lle': '-1.25', 'sei': '6.83'}",CHEMBL5094564,,CHEMBL5094564,4.07,0,http://www.openphacts.org/units/Nanomolar,3773876,=,1,1,=,,IC50,nM,,85560.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,85.56
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24357181,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.75', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '45.0'}]",CHEMBL5033586,Inhibition of human topoisomerase I using DNA pBR322 as substrate assessed as DNA relaxation incubated for 45 mins by ethidium bromide staining based agarose gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(NC(=O)c2ccccc2Nc2cccc(Cl)c2C)cc(OC)c1OC,,,CHEMBL5032522,Eur J Med Chem,2021,"{'bei': '10.06', 'le': '0.20', 'lle': '-1.38', 'sei': '6.24'}",CHEMBL5087242,,CHEMBL5087242,4.29,0,http://www.openphacts.org/units/Nanomolar,3773878,=,1,1,=,,IC50,nM,,50910.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,50.91
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24357182,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.75', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '45.0'}]",CHEMBL5033586,Inhibition of human topoisomerase I using DNA pBR322 as substrate assessed as DNA relaxation incubated for 45 mins by ethidium bromide staining based agarose gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(Cl)cccc1Nc1ccccc1C(=O)Nc1ccc2c(c1)OCO2,,,CHEMBL5032522,Eur J Med Chem,2021,"{'bei': '11.35', 'le': '0.22', 'lle': '-1.05', 'sei': '7.25'}",CHEMBL5092199,,CHEMBL5092199,4.32,0,http://www.openphacts.org/units/Nanomolar,3773879,=,1,1,=,,IC50,nM,,47560.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,47.56
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24357183,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.75', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '45.0'}]",CHEMBL5033586,Inhibition of human topoisomerase I using DNA pBR322 as substrate assessed as DNA relaxation incubated for 45 mins by ethidium bromide staining based agarose gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)c2ccccc2Nc2cccc(Cl)c2C)c(OC)c1,,,CHEMBL5032522,Eur J Med Chem,2021,"{'bei': '10.46', 'le': '0.20', 'lle': '-1.51', 'sei': '6.96'}",CHEMBL5089985,,CHEMBL5089985,4.15,0,http://www.openphacts.org/units/Nanomolar,3773880,=,1,1,=,,IC50,nM,,70870.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,70.87
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24357186,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.75', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '45.0'}]",CHEMBL5033586,Inhibition of human topoisomerase I using DNA pBR322 as substrate assessed as DNA relaxation incubated for 45 mins by ethidium bromide staining based agarose gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc2c(c1)OCO2)c1ccccc1Nc1cccc(C(F)(F)F)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL5032522,Eur J Med Chem,2021,,CHEMBL5090197,,CHEMBL5090197,,0,http://www.openphacts.org/units/Nanomolar,3773883,=,1,1,=,,IC50,nM,,105040.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,105.04
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24357189,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.75', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '45.0'}]",CHEMBL5033586,Inhibition of human topoisomerase I using DNA pBR322 as substrate assessed as DNA relaxation incubated for 45 mins by ethidium bromide staining based agarose gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,,,CHEMBL5032522,Eur J Med Chem,2021,"{'bei': '11.01', 'le': '0.20', 'lle': '2.79', 'sei': '4.42'}",CHEMBL84,TOPOTECAN,CHEMBL84,4.64,0,http://www.openphacts.org/units/Nanomolar,3773887,=,1,1,=,,IC50,nM,,22880.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,22.88
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24723655,[],CHEMBL5113677,Inhibition of human Top1 using negatively supercoiled DNA as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCCCOc1ccc(-c2nc3ccccc3c3cc(-c4ccccc4)nn23)cc1)NO,,,CHEMBL5113372,Eur J Med Chem,2021,"{'bei': '10.25', 'le': '0.19', 'lle': '-0.88', 'sei': '5.39'}",CHEMBL5201567,,CHEMBL5201567,4.78,0,http://www.openphacts.org/units/Nanomolar,3856157,=,1,1,=,,IC50,nM,,16600.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,16.6
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24726416,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5114537,Inhibition of recombinant human Top1 derived from human MCF7 cell extract incubated for 30 mins,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2ccc3ncc(-c4nnco4)c(NCCCN4CCOCC4)c3c2)cc1,,,CHEMBL5113389,Eur J Med Chem,2022,"{'bei': '12.90', 'le': '0.24', 'lle': '1.66', 'sei': '6.72'}",CHEMBL4463318,,CHEMBL4463318,5.75,1,http://www.openphacts.org/units/Nanomolar,3857101,=,1,1,=,,IC50,nM,,1790.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,1.79
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24726417,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5114537,Inhibition of recombinant human Top1 derived from human MCF7 cell extract incubated for 30 mins,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2ccc3ncc(-c4nnco4)c(NCCCn4ccnc4)c3c2)cc1,,,CHEMBL5113389,Eur J Med Chem,2022,"{'bei': '17.67', 'le': '0.32', 'lle': '2.88', 'sei': '8.29'}",CHEMBL4454135,,CHEMBL4454135,7.54,1,http://www.openphacts.org/units/Nanomolar,3857102,=,1,1,=,,IC50,nM,,29.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,0.028999999999999998
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24820538,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5140064,Inhibition of human DNA topoisomerase 1 assessed as reduction in pBR322 DNA relaxation incubated for 1 hrs measured by agarose gel electrophoresis method,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,,,CHEMBL5137032,Eur J Med Chem,2022,"{'bei': '10.37', 'le': '0.20', 'lle': '0.58', 'sei': '5.00'}",CHEMBL5192072,,CHEMBL5192072,4.32,0,http://www.openphacts.org/units/Nanomolar,3875897,=,1,1,=,,IC50,nM,,48000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,48.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24820539,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5140064,Inhibition of human DNA topoisomerase 1 assessed as reduction in pBR322 DNA relaxation incubated for 1 hrs measured by agarose gel electrophoresis method,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]ccc43)S2)cc1,,,CHEMBL5137032,Eur J Med Chem,2022,"{'bei': '12.19', 'le': '0.23', 'lle': '1.88', 'sei': '5.17'}",CHEMBL5178704,,CHEMBL5178704,4.47,0,http://www.openphacts.org/units/Nanomolar,3875909,=,1,1,=,,IC50,nM,,34000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,34.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24820540,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5140064,Inhibition of human DNA topoisomerase 1 assessed as reduction in pBR322 DNA relaxation incubated for 1 hrs measured by agarose gel electrophoresis method,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,,,CHEMBL5137032,Eur J Med Chem,2022,"{'bei': '13.49', 'le': '0.25', 'lle': '2.62', 'sei': '5.77'}",CHEMBL65,CAMPTOTHECIN,CHEMBL65,4.70,1,http://www.openphacts.org/units/Nanomolar,3875918,=,1,1,=,,IC50,nM,,20000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,20.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24825591,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5141436,Inhibition of human topoisomerase I assessed as DNA relaxation using DNA pBR322 as substrate incubated for 30 mins by ethidium bromide staining based agarose gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(Cl)cccc1Nc1ccc(F)cc1C(=O)NCc1ccc(O)c(O)c1,,,CHEMBL5137070,J Med Chem,2022,"{'bei': '13.36', 'le': '0.26', 'lle': '0.48', 'sei': '6.56'}",CHEMBL5207189,,CHEMBL5207189,5.36,0,http://www.openphacts.org/units/Nanomolar,3877293,=,1,1,=,,IC50,nM,,4420.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,4.42
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24825592,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5141436,Inhibition of human topoisomerase I assessed as DNA relaxation using DNA pBR322 as substrate incubated for 30 mins by ethidium bromide staining based agarose gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(Cl)cccc1Nc1ccc(F)cc1C(=O)NCc1ccc(O)c(F)c1,,,CHEMBL5137070,J Med Chem,2022,"{'bei': '13.21', 'le': '0.26', 'lle': '0.01', 'sei': '8.67'}",CHEMBL5170447,,CHEMBL5170447,5.32,0,http://www.openphacts.org/units/Nanomolar,3877294,=,1,1,=,,IC50,nM,,4790.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,4.79
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24825593,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5141436,Inhibition of human topoisomerase I assessed as DNA relaxation using DNA pBR322 as substrate incubated for 30 mins by ethidium bromide staining based agarose gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,,,CHEMBL5137070,J Med Chem,2022,"{'bei': '16.12', 'le': '0.29', 'lle': '3.53', 'sei': '6.90'}",CHEMBL65,CAMPTOTHECIN,CHEMBL65,5.61,1,http://www.openphacts.org/units/Nanomolar,3877297,=,1,1,=,,IC50,nM,,2430.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,2.43
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24984796,[],CHEMBL5227440,Inhibition of topoisomerase 1 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1,,,CHEMBL5226304,Eur J Med Chem,2021,"{'bei': '15.43', 'le': '0.36', 'lle': '4.93', 'sei': '4.45'}",CHEMBL361708,HYMENIALDISINE,CHEMBL361708,5.00,0,http://www.openphacts.org/units/Nanomolar,3905992,=,1,1,=,,IC50,nM,,10000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,nM,UO_0000065,,10000.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24987580,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '2.0'}]",CHEMBL5228582,Inhibition of human DNA topoisomerase 1 incubated for 2 hrs by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,,,CHEMBL5226338,Eur J Med Chem,2021,"{'bei': '19.09', 'le': '0.35', 'lle': '4.57', 'sei': '8.17'}",CHEMBL65,CAMPTOTHECIN,CHEMBL65,6.65,0,http://www.openphacts.org/units/Nanomolar,3906933,=,1,1,=,,IC50,nM,,224.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,0.224
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24987581,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '2.0'}]",CHEMBL5228582,Inhibition of human DNA topoisomerase 1 incubated for 2 hrs by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1=C(N)Oc2ccccc2C1c1cc2ccccc2n2nnnc12,,,CHEMBL5226338,Eur J Med Chem,2021,"{'bei': '19.26', 'le': '0.34', 'lle': '4.06', 'sei': '6.42'}",CHEMBL5275527,,CHEMBL5275527,6.56,0,http://www.openphacts.org/units/Nanomolar,3906934,=,1,1,=,,IC50,nM,,278.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,0.278
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24997080,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'DOSE', 'standard_units': 'microM', 'standard_value': '50.0', 'text_value': None, 'type': 'DOSE', 'units': 'microM', 'value': '50.0'}]",CHEMBL5231981,Inhibition of DNA topoisomerase 1 (unknown origin) at 50 uM measured by agar gel electrophoresis,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1oc2cc(O)ccc2c2c1[nH]c1ccc(O)cc12,,,CHEMBL5230136,Eur J Med Chem,2021,"{'bei': '27.74', 'le': '0.51', 'lle': '4.57', 'sei': '8.58'}",CHEMBL1946917,,CHEMBL1946917,7.42,0,http://www.openphacts.org/units/Nanomolar,3909799,=,1,1,=,,IC50,nM,,38.5,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,nM,UO_0000065,,38.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25031381,[],CHEMBL5241850,Inhibition of topoisomerase 1 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCNc1nc2cc(O)ccc2c2c1C(=O)c1ccccc1-2,,,CHEMBL5241080,Eur J Med Chem,2021,"{'bei': '17.09', 'le': '0.31', 'lle': '2.57', 'sei': '8.71'}",CHEMBL488755,,CHEMBL488755,5.70,0,http://www.openphacts.org/units/Nanomolar,3919338,=,1,1,=,,IC50,nM,,2000.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,2.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25031382,[],CHEMBL5241850,Inhibition of topoisomerase 1 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCO/N=C1\c2cc(OCCCN(C)C)ccc2-c2cnc3ccccc3c21,,,CHEMBL5241080,Eur J Med Chem,2021,"{'bei': '12.90', 'le': '0.24', 'lle': '1.31', 'sei': '11.12'}",CHEMBL5271591,,CHEMBL5271591,5.58,0,http://www.openphacts.org/units/Nanomolar,3919339,=,1,1,=,,IC50,nM,,2630.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,2.63
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25031392,[],CHEMBL5241858,Inhibition of human topoisomerase 1,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,,,CHEMBL5241080,Eur J Med Chem,2021,"{'bei': '13.04', 'le': '0.24', 'lle': '3.64', 'sei': '5.24'}",CHEMBL84,TOPOTECAN,CHEMBL84,5.50,0,http://www.openphacts.org/units/Nanomolar,3919340,=,1,1,=,,IC50,nM,,3200.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,3.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25031393,[],CHEMBL5241858,Inhibition of human topoisomerase 1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,,CHEMBL5241080,Eur J Med Chem,2021,"{'bei': '10.11', 'le': '0.19', 'lle': None, 'sei': '2.67'}",CHEMBL53463,DOXORUBICIN,CHEMBL53463,5.50,0,http://www.openphacts.org/units/Nanomolar,3919344,=,1,1,=,,IC50,nM,,3200.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,3.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25031402,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '2.0'}]",CHEMBL5241867,Inhibition of human topoisomerase 1 incubated for 2 hrs by ELISA analysis,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1=C(N)Oc2c(ccc3ccccc23)C1c1cc2ccccc2n2nnnc12,,,CHEMBL5241080,Eur J Med Chem,2021,"{'bei': '16.79', 'le': '0.30', 'lle': '2.91', 'sei': '6.42'}",CHEMBL5282818,,CHEMBL5282818,6.56,0,http://www.openphacts.org/units/Nanomolar,3919335,=,1,1,=,,IC50,nM,,278.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,0.278
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25032474,[],CHEMBL5242304,Inhibition of Topoisomerase 1 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NNC(=S)Nc1ccc(Br)cc1)c1cc2c([nH]c3ccccc32)c(-c2cccc(O)c2)n1,,,CHEMBL5241090,Eur J Med Chem,2021,"{'bei': '9.84', 'le': '0.21', 'lle': '-0.24', 'sei': '5.13'}",CHEMBL5272233,,CHEMBL5272233,5.24,0,http://www.openphacts.org/units/Nanomolar,3919768,=,1,1,=,,IC50,nM,,5800.0,CHEMBL1781,Homo sapiens,DNA topoisomerase 1,9606,,,IC50,uM,UO_0000065,,5.8
