smiles,hepg2_pIC50,hct116_pIC50,n_tasks_observed
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(C/C=C/c1ccccc1)CCC2.[Na+],6.0,,1
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(CCCc1ccccc1)CCC2.[Na+],6.06,,1
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(CCc1ccccc1)CCC2.[Na+],5.77,,1
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(Cc1ccc(-c3ccccc3)cc1)CCC2.[Na+],7.0,,1
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(Cc1ccc(Cl)cc1)CCC2.[Na+],5.96,,1
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(Cc1ccc(F)cc1)CCC2.[Na+],6.4,,1
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(Cc1ccc3ccccc3c1)CCC2.[Na+],6.48,,1
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(Cc1cccc3ccccc13)CCC2.[Na+],6.34,,1
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(Cc1ccccc1)CCC2.[Na+],6.77,,1
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(Cc1ccccc1Cl)CCC2.[Na+],6.48,,1
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(c1ccccc1)CCC2.[Na+],5.09,,1
O=C([O-])C[C@H](O)C[C@H](O)/C=C/n1c(C(F)(F)F)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1.[Na+],7.8,,1
O=C1C(=O)c2ccccc2C(O)=C1CCCOC(=O)c1ccc2ccccc2c1,4.81,,1
O=C1C(=O)c2ccccc2C(O)=C1CCCOC(=O)c1ccc2ccccc2c1O,4.79,,1
O=C1C(=O)c2ccccc2C2=C1C1(C(=O)Nc3ccc(F)cc31)N1NN=NC1=N2,5.54,,1
O=C1C(=O)c2ccccc2C2=C1CC(O)CO2,5.12,,1
O=C1C(=O)c2ccccc2C2=C1CCCO2,6.04,,1
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,4.19,,1
O=C1C(Cl)=C(Nc2cccc3cccnc23)C(=O)c2ccccc21,4.89,,1
O=C1C(Cl)=C(Nc2ccccc2)C(=O)c2ccccc21,4.05,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2cc(F)cc(F)c2)=C/C(=N/O)c2ccccc21,6.42,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2ccc(Br)c(F)c2)=C/C(=N/O)c2ccccc21,7.16,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2ccc(Br)cc2)=C/C(=N/O)c2ccccc21,6.96,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2ccc(C(F)(F)F)cc2)=C/C(=N/O)c2ccccc21,7.17,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2ccc(Cl)cc2)=C/C(=N/O)c2ccccc21,7.38,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2ccc(F)c(Br)c2)=C/C(=N/O)c2ccccc21,7.25,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2ccc(F)cc2)=C/C(=N/O)c2ccccc21,7.3,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2cccc(Br)c2)=C/C(=N/O)c2ccccc21,7.0,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)=C/C(=N/O)c2ccccc21,7.16,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2cccc(Cl)c2)=C/C(=N/O)c2ccccc21,6.55,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2cccc(F)c2)=C/C(=N/O)c2ccccc21,6.14,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2ccccc2)=C/C(=N/O)c2ccccc21,5.94,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2ccccc2Br)=C/C(=N/O)c2ccccc21,5.75,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2ccccc2Cl)=C/C(=N/O)c2ccccc21,5.99,,1
O=C1C(N[C@H](Cc2ccccc2)C(=O)Nc2ccccc2F)=C/C(=N/O)c2ccccc21,7.05,,1
O=C1C2CC=CCC2C(=O)N1CCOCCOCCN1C(=O)C2CC=CCC2C1=O,4.76,,1
O=C1C2CC=CCC2C(=O)N1c1ccc(S(=O)(=O)c2ccc(N3C(=O)C4CC=CCC4C3=O)cc2)cc1,4.74,,1
O=C1C2CCCCC2C(=O)N1CCOCCOCCN1C(=O)C2CCCCC2C1=O,4.56,,1
O=C1C2CCCCC2C(=O)N1c1ccc(S(=O)(=O)c2ccc(N3C(=O)C4CCCCC4C3=O)cc2)cc1,4.77,,1
O=C1C=C(N2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2c(O)cccc21,5.27,,1
O=C1C=C(N2CCC(c3ccccc3)CC2)C(=O)c2c(O)cccc21,5.01,,1
O=C1C=C(N2CCN(c3ccccc3)CC2)C(=O)c2c(O)ccc(O)c21,5.27,,1
O=C1C=C(N2CCN(c3ccccc3)CC2)C(=O)c2c(O)cccc21,5.27,,1
O=C1C=C(N2CCN(c3ccccc3Cl)CC2)C(=O)c2c(O)cccc21,5.11,,1
O=C1C=C(N2CCN(c3ccccc3Cl)CC2)C(=O)c2ccccc21,4.96,,1
O=C1C=C(N[C@H](Cc2ccccc2)C(=O)Nc2ccc(C(F)(F)F)cc2)C(=O)c2ccccc21,4.88,,1
O=C1C=C2CC3(O)COc4cc(O)ccc4C3=C2C=C1O,4.96,,1
O=C1C=CC(=O)c2c(O)ccc(O)c21,5.3,,1
O=C1C=CC(O)(c2cc(=O)c3c(O)cc(O)cc3o2)C=C1,5.11,,1
O=C1C=CC(O)(c2cc(=O)cco2)C=C1,5.75,,1
O=C1CCN(C(=O)c2cc3c(o2)C(=O)c2ccccc2C3=O)CC1,5.6,,1
O=C1CCc2cc(-c3ccccc3F)ccc2C2(CCCCC2)N1,5.7,,1
O=C1NC(=S)NC(=O)C1=Cc1c(-c2ccc(Cl)cc2)nc2scc(-c3cc4ccccc4oc3=O)n12,4.86,,1
O=C1NC(Cc2ccc(Nc3nccc(Nc4ccc5cn[nH]c5c4)n3)cc2)CO1,4.7,,1
O=C1NC(O)C(F)=CN1[C@H]1C=C[C@@H](CO)O1,4.23,,1
O=C1NC(c2cc3ccccc3cc2O)Nc2ccccc21,6.91,,1
O=C1NC(c2ccc(-c3ccc(Cl)cc3)cc2)Nc2ccccc21,6.18,,1
O=C1NC(c2ccc(-c3ccccc3)cc2)Nc2ccccc21,6.14,,1
O=C1NC(c2ccc3[nH]ccc3c2)Nc2ccccc21,7.03,,1
O=C1NC(c2ccc3cc[nH]c3c2)Nc2ccccc21,5.32,,1
O=C1NC(c2cccc(OCc3ccc(Br)cc3)c2)Nc2ccccc21,4.97,,1
O=C1NC(c2cccc(OCc3ccc(Cl)cc3)c2)Nc2ccccc21,5.42,,1
O=C1NC(c2cccc(OCc3ccc(F)cc3)c2)Nc2ccccc21,5.23,,1
O=C1NC(c2cccc(OCc3ccccc3)c2)Nc2ccccc21,5.76,,1
O=C1NC(c2ccccc2-c2ccccc2)Nc2ccccc21,4.85,,1
O=C1NC(c2ccccc2OCc2ccc(Br)cc2)Nc2ccccc21,4.92,,1
O=C1NC(c2ccccc2OCc2ccc(Cl)cc2)Nc2ccccc21,4.34,,1
O=C1Nc2c(Br)cc(Br)cc2/C1=C1/Nc2ccccc2/C1=N\O,5.18,,1
O=C1Nc2c(Br)cc(Br)cc2/C1=C1/Nc2ccccc2/C1=N\OCC1CO1,5.06,,1
O=C1Nc2c(Br)cccc2/C1=C1/Nc2cc(Br)ccc2/C1=N\O,4.77,,1
O=C1Nc2c(Br)cccc2/C1=C1/Nc2ccc(Br)cc2/C1=N\O,5.31,,1
O=C1Nc2c(Br)cccc2/C1=C1/Nc2ccc(Br)cc2/C1=N\OCC1CO1,5.0,,1
O=C1Nc2c(Br)cccc2/C1=C1/Nc2ccccc2/C1=N\O,5.32,,1
O=C1Nc2c(Br)cccc2/C1=C1/Nc2ccccc2/C1=N\OCC1CO1,4.43,,1
O=C1Nc2cc(Br)c(Br)cc2/C1=C1/Nc2ccccc2/C1=N\O,5.36,,1
O=C1Nc2cc(Br)c(Br)cc2/C1=C1/Nc2ccccc2/C1=N\OCC1CO1,5.72,,1
O=C1Nc2cc(Br)ccc2/C1=C1/Nc2cc(Br)ccc2/C1=N\O,4.8,,1
O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccc(Br)cc2/C1=N\O,5.43,,1
O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,5.28,,1
O=C1Nc2ccc(Br)cc2/C1=C1/Nc2ccc(Br)cc2/C1=N\O,5.16,,1
O=C1Nc2ccc(Br)cc2/C1=C1/Nc2ccc(Br)cc2/C1=N\OCC1CO1,5.6,,1
O=C1Nc2ccc(Br)cc2/C1=C1/Nc2ccccc2/C1=N\O,5.16,,1
O=C1Nc2ccc(Br)cc2/C1=C1/Nc2ccccc2/C1=N\OCC(O)CO,5.01,,1
O=C1Nc2ccc(Br)cc2/C1=C1/Nc2ccccc2/C1=N\OCC1CO1,6.21,,1
O=C1Nc2ccc(Cl)cc2/C1=C1/Nc2ccccc2/C1=N\O,4.89,,1
O=C1Nc2ccc(Cl)cc2/C1=C1/Nc2ccccc2/C1=N\OCC1CO1,5.89,,1
O=C1Nc2ccc(F)cc2/C1=C1/Nc2ccccc2/C1=N\O,5.0,,1
O=C1Nc2ccc(F)cc2/C1=C1/Nc2ccccc2/C1=N\OCC1CO1,5.77,,1
O=C1Nc2ccc(F)cc2/C1=C\C(=O)c1c[nH]c2ccccc12,5.73,,1
O=C1Nc2ccc(F)cc2/C1=C\C(=O)c1ccc(C2CCCCC2)cc1,5.55,,1
O=C1Nc2ccc(F)cc2/C1=C\C(=O)c1ccc(O)cc1F,5.46,,1
O=C1Nc2ccc(F)cc2/C1=C\C(=O)c1ccc2c(c1)OCO2,5.64,,1
O=C1Nc2ccc(F)cc2/C1=C\C(=O)c1ccc[nH]1,5.51,,1
O=C1Nc2ccc(F)cc2/C1=C\C(=O)c1cccs1,5.06,,1
O=C1Nc2ccc(F)cc2/C1=C\C(=O)c1cnc2ccc(Cl)nn12,5.51,,1
O=C1Nc2ccc(F)cc2/C1=C\C(=O)c1sccc1Cl,5.51,,1
O=C1Nc2ccc(F)cc2/C1=N/Nc1nc(-c2ccccc2)nc2ccccc12,6.0,,1
O=C1Nc2ccc(I)cc2/C1=C1/Nc2ccccc2/C1=N\O,4.24,,1
O=C1Nc2ccc(I)cc2/C1=C1/Nc2ccccc2/C1=N\OCC1CO1,5.52,,1
O=C1Nc2ccc([N+](=O)[O-])cc2/C1=C\C(=O)c1ccc(C2CCCCC2)cc1,5.4,,1
O=C1Nc2ccccc2/C1=C1/Nc2cc(Br)ccc2/C1=N\O,4.85,,1
O=C1Nc2ccccc2/C1=C1/Nc2cc(Br)ccc2/C1=N\OCC1CO1,5.35,,1
O=C1Nc2ccccc2/C1=C1/Nc2ccc(Br)cc2/C1=N\O,4.96,,1
O=C1Nc2ccccc2/C1=C1/Nc2ccc(Br)cc2/C1=N\OCC1CO1,5.48,,1
O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\OCCC1CO1,5.11,,1
O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\OCCCC1CO1,4.8,,1
O=C1Nc2ccccc2/C1=C\C(=O)c1c[nH]c2ccccc12,5.68,,1
O=C1Nc2ncccc2/C1=C/c1c[nH]c2cc(F)ccc12,4.81,,1
O=C1O/C(=C\Cn2c(=O)[nH]c(=O)[nH]c2=O)C(OCc2ccccc2)=C1OCc1ccccc1,4.35,,1
O=C1O/C(=C\Cn2ccc(NC(=O)c3ccccc3)nc2=O)C(OCc2ccccc2)=C1OCc1ccccc1,5.7,,1
O=C1O/C(=C\Cn2ncc(=O)[nH]c2=O)C(OCc2ccccc2)=C1OCc1ccccc1,4.38,,1
O=C1O[C@H]([C@@H](O)Cn2ccc(NC(=O)c3ccccc3)nc2=O)C(OCc2ccccc2)=C1OCc1ccccc1,4.21,,1
O=C1c2ccccc2C(=O)c2oc(C(=O)N3CCOCC3)cc21,5.14,,1
O=C1c2ccccc2C(=O)c2oc(C(=O)N3CCSCC3)cc21,5.02,,1
O=C1c2nc[nH]c2C(=O)N1CCN1C(=O)c2nc[nH]c2C1=O,4.62,,1
O=C1c2nccnc2C(=O)N1CCCC1OCC2(CO1)COC(CCCN1C(=O)c3nccnc3C1=O)OC2,4.91,,1
O=Cc1cc2c(cc1O)[nH]c1cc(O)ccc12,4.48,,1
O=Cc1cc2c(cc1O)[nH]c1ccccc12,4.18,,1
O=P1(N(CCCl)CCCl)NCCCO1,4.28,,1
O=S(=O)(c1ccc(-c2cnc(C3CC3)o2)cc1)N1CC2(CCCCC2)c2ccccc21,4.87,,1
O=S(=O)(c1ccc(-c2cnc(C3CC3)o2)cc1)N1CCc2ccc(Cl)cc21,6.61,,1
O=S(=O)(c1ccc(-c2cnc(C3CC3)o2)cc1)N1CCc2ccccc21,7.24,,1
O=S(=O)(c1ccc(-c2cnc(C3CC3)o2)cc1Cl)N1CCc2ccccc21,5.66,,1
O=S(=O)(c1ccc(-c2cnc(C3CC3)o2)cc1F)N1CCc2ccccc21,4.73,,1
O=S(=O)(c1ccccc1)c1c(OCCN2CCNCC2)no[n+]1[O-],4.75,,1
O=[N+]([O-])c1cc(Br)c(F)cc1CNc1cc(C(F)(F)F)cc2[nH]ncc12,5.71,,1
O=[N+]([O-])c1cc(Cl)ccc1CNc1cc(C(F)(F)F)cc2[nH]ncc12,5.24,,1
O=[N+]([O-])c1ccc(/N=C2\c3ccccc3CN2c2ccc([N+](=O)[O-])cc2)cc1,5.01,,1
O=[N+]([O-])c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)n2-c2ccccc2)cc1,4.86,,1
O=[N+]([O-])c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,4.45,,1
O=[N+]([O-])c1ccc(Cl)cc1CNc1cc(C(F)(F)F)cc2[nH]ncc12,5.89,,1
O=[N+]([O-])c1ccc2c(c1)CCN2S(=O)(=O)c1ccc(-c2cnc(C3CC3)o2)cc1,5.78,,1
O=[N+]([O-])c1ccc2c(c1)N(S(=O)(=O)c1ccc(-c3cnc(C4CC4)o3)cc1)CC2,6.56,,1
O=[N+]([O-])c1cccc(CNc2cc(Br)cc3[nH]ncc23)c1,4.63,,1
O=[N+]([O-])c1cccc(CSc2nnc(-c3ccc4c(c3)OCCO4)n2-c2ccccc2)c1,4.31,,1
O=[N+]([O-])c1cccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)c1,4.42,,1
O=[N+]([O-])c1cccc(OC[C@@H]2CCCN2Cc2cccc3ccccc23)c1,4.45,,1
O=[N+]([O-])c1cccc(OC[C@H]2CCCN2Cc2ccccc2)c1,5.19,,1
O=[N+]([O-])c1ccccc1CNc1cc(C(F)(F)F)cc2[nH]ncc12,5.11,,1
O=[N+]([O-])c1ccccc1CSc1nnc(-c2ccc3c(c2)OCCO3)n1-c1ccccc1,4.92,,1
O=[N+]([O-])c1ccccc1CSc1nnc(-c2ccc3c(c2)OCCO3)o1,4.42,,1
O=c1[nH]c(-c2cccc(F)c2)cc2cc(F)ccc12,5.955,,1
O=c1[nH]c(=O)n(Cc2cn(-c3cc(Cl)cc(Cl)c3)nn2)cc1Br,5.12,,1
O=c1[nH]c(=O)n(Cc2cn(-c3ccc(Cl)cc3)nn2)cc1Br,4.72,,1
O=c1[nH]c(=O)n(Cc2cn(-c3ccc(F)cc3)nn2)cc1Br,4.16,,1
O=c1[nH]c(=O)n([C@@H]2C=C[C@@H](CO)O2)cc1F,4.43,,1
O=c1[nH]c(=O)n([C@@H]2C=C[C@H](CO)O2)cc1F,4.45,,1
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](Cn3cc(CNc4ccn([C@@H]5O[C@H](CO)[C@@H](O)C5(F)F)c(=O)n4)nn3)O2)cc1F,4.1,,1
O=c1[nH]c(Cc2nnc(Nc3ccccc3)s2)nc2sc3c(c12)CCCC3,5.91,,1
O=c1[nH]cc(F)c(=O)[nH]1,4.619411764705882,5.036666666666666,2
O=c1[nH]n(S(=O)(=O)c2ccc(-c3cnc(C4CC4)o3)cc2)c2ccccc12,6.0,,1
O=c1[nH]nc(-c2nnc(S)o2)c2ccccc12,5.35,,1
O=c1c(Br)cn(Cc2cn(-c3cc(Cl)cc(Cl)c3)nn2)c(=O)n1Cc1cn(-c2cc(Cl)cc(Cl)c2)nn1,4.37,,1
O=c1c(Br)cn(Cc2cn(-c3ccc(Cl)cc3)nn2)c(=O)n1Cc1cn(-c2ccc(Cl)cc2)nn1,5.44,,1
O=c1c(Br)cn(Cc2cn(-c3ccc(F)cc3)nn2)c(=O)n1Cc1cn(-c2ccc(F)cc2)nn1,5.35,,1
O=c1c(Br)cn(Cc2cn(-c3ccccc3F)nn2)c(=O)n1Cc1cn(-c2ccccc2F)nn1,5.15,,1
O=c1c(I)cn(Cc2cn(-c3ccc(F)cc3)nn2)c(=O)n1Cc1cn(-c2ccc(F)cc2)nn1,4.27,,1
O=c1c(I)cn(Cc2cn(-c3ccccc3F)nn2)c(=O)n1Cc1cn(-c2ccccc2F)nn1,4.44,,1
O=c1c(I)cn(Cc2cn(Cc3ccccc3)nn2)c(=O)n1Cc1cn(Cc2ccccc2)nn1,5.24,,1
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4.9,,1
O=c1cc(-c2ccccc2)[nH]c2ccc3c(ccn3CC3CC3)c12,7.7,,1
O=c1cc(-c2ccccc2)c2ccc(OC[C@@H]3CCCN3Cc3cccc4ccccc34)cc2o1,4.06,,1
O=c1cc(-c2ccccc2)c2ccc(OC[C@H]3CCCN3Cc3cccc4ccccc34)cc2o1,4.37,,1
O=c1cc2oc3c([N+](=O)[O-])cccc3nc-2c2cccnc12,6.05,,1
O=c1cc2oc3cc([N+](=O)[O-])ccc3nc-2c2cccnc12,6.3,,1
O=c1cc2oc3ccc(Cl)cc3nc-2c2cccnc12,6.05,,1
O=c1cc2oc3ccc([N+](=O)[O-])cc3nc-2c2cccnc12,6.22,,1
O=c1cc2oc3cccc([N+](=O)[O-])c3nc-2c2cccnc12,6.05,,1
O=c1cc2oc3ccccc3nc-2c2ccccc12,5.28,,1
O=c1cc2oc3ccccc3nc-2c2cccnc12,7.3,,1
O=c1cc2oc3ccccc3nc-2c2ccncc12,4.8,,1
O=c1cc2oc3ccccc3nc-2c2cnccc12,5.0,,1
O=c1cc2oc3ccccc3nc-2c2ncccc12,6.96,,1
O=c1cc2sc3ccccc3nc-2c2cccnc12,6.96,,1
O=c1ccc2ccc(OCCCCCCCCCCCCn3cc(COc4ccc5ccc(=O)oc5c4)nn3)cc2o1,6.42,,1
O=c1ccc2ccc(OCCCCCCCCCCn3cc(COc4ccc5ccc(=O)oc5c4)nn3)cc2o1,6.42,,1
O=c1ccc2ccc(OCCCCCCCCCn3cc(COc4ccc5ccc(=O)oc5c4)nn3)cc2o1,6.42,,1
O=c1ccc2ccc(OCCCCCCCn3cc(COc4ccc5ccc(=O)oc5c4)nn3)cc2o1,6.42,,1
O=c1ccc2ccc(OCCCCCCn3cc(COc4ccc5ccc(=O)oc5c4)nn3)cc2o1,6.42,,1
O=c1ccc2ccc(OCCCCn3cc(COc4ccc5ccc(=O)oc5c4)nn3)cc2o1,6.42,,1
O=c1ccc2ccc(OCCCn3cc(COc4ccc5ccc(=O)oc5c4)nn3)cc2o1,6.42,,1
O=c1ccc2ccc(OCCn3cc(COc4ccc5ccc(=O)oc5c4)nn3)cc2o1,6.42,,1
O=c1ccc2ccc(OC[C@H]3CCCN3Cc3cccc4ccccc34)cc2o1,4.11,,1
O=c1nc2oc(C3CC3)c(C#CC3CC3)c2cn1Cc1cn(-c2ccc(Cl)cc2)nn1,4.41,,1
O=c1nc2oc(C3CC3)c(C#CC3CC3)c2cn1Cc1cn(-c2ccccc2F)nn1,4.41,,1
O=c1nc2oc(C3CC3)c(C#CC3CC3)c2cn1Cc1cn(Cc2ccccc2)nn1,5.57,,1
O=c1nc2oc(C3CC3)cc2cn1Cc1cn(Cc2ccccc2)nn1,4.31,,1
O=c1nc2oc(CCCCl)c(C#CCCCCCl)c2cn1Cc1cn(-c2ccc(F)cc2)nn1,4.43,,1
O=c1nc2oc(CCCCl)c(C#CCCCCl)c2cn1Cc1cn(-c2ccc(Cl)cc2)nn1,4.14,,1
O=c1nc2oc(CCCCl)c(C#CCCCCl)c2cn1Cc1cn(Cc2ccccc2)nn1,4.59,,1
O=c1nc2oc(CCCCl)cc2cn1Cc1cn(-c2ccc(Cl)cc2)nn1,4.05,,1
O=c1nc2oc(CCCCl)cc2cn1Cc1cn(-c2ccc(F)cc2)nn1,4.84,,1
O=c1nc2oc(CCCCl)cc2cn1Cc1cn(-c2ccccc2F)nn1,4.1,,1
O=c1nc2oc(CCCCl)cc2cn1Cc1cn(Cc2ccccc2)nn1,4.56,,1
O=c1oc2ccccc2c(O)c1Sc1nnc(-c2ccc(Cl)cc2)o1,5.46,,1
OCC1C=CC(n2cnc3c(O)ncnc32)O1,4.3,,1
OCCCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1c4ccccc4cc4ccccc14)[C@@H]23,5.51,,1
OCCCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc(Cl)cc1)[C@@H]23,5.03,,1
OCCCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc4ccccc4c1)[C@@H]23,5.1,,1
OCCCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1cccc4ccccc14)[C@@H]23,5.17,,1
O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,4.94,,1
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.09,,1
Oc1ccc(/C=N/Nc2nc3ccccc3c3nncn23)cc1,5.35,,1
Oc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,6.55,,1
Oc1ccc(CNc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,5.82,,1
Oc1ccc2c(c1)OC[C@]1(O)Cc3cc(O)c(O)cc3[C@H]21,4.92,,1
Oc1cccc(/C=C/c2cc(O)cc(O)c2)c1,4.02,,1
Oc1ccccc1CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.9,,1
Oc1ccccc1CNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,5.68,,1
S=C(Nc1ccc(Br)cc1)Nn1c(S)nnc1-c1ccncc1,5.56,,1
S=C(Nc1ccc(Cl)cc1)Nn1c(S)nnc1-c1ccncc1,5.69,,1
Sc1nnc(-c2ccc3c(c2)OCCO3)n1-c1ccccc1,4.22,,1
[2H]C([2H])([2H])O[C@H]1CC[C@H](n2c([C@@H]3C[C@H](F)C(=O)N3c3ccc(F)c(F)c3)nc3cc(-c4c(C)noc4C)ccc32)CC1,5.8,,1
c1cc(Nc2ccc3cn[nH]c3c2)nc(Nc2ccc(Cn3cncn3)cc2)n1,4.75,,1
c1cc(Nc2ccc3cn[nH]c3c2)nc(Nc2ccc(OCCN3CCOCC3)cc2)n1,4.82,,1
c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1,7.22,,1
c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,6.17,,1
c1ccc(-c2nc3sc4ccccc4n3c2Cn2cccc2)cc1,5.52,,1
c1ccc(-c2nn3c(-c4ccncc4)nnc3s2)cc1,5.87,,1
c1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1,6.33,,1
c1ccc(C2CC(c3ccc(Nc4nc5ccccc5c5nncn45)cc3)=NN2)cc1,4.79,,1
c1ccc(CN2CCC[C@@H]2COc2ccc3c(c2)OCO3)cc1,4.71,,1
c1ccc(CN2CCC[C@H]2COc2ccc3c(c2)OCO3)cc1,4.11,,1
c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)n2-c2ccccc2)cc1,5.22,,1
c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,4.49,,1
c1ccc2c(CN3CCC[C@@H]3COc3ccc4c(c3)OCO4)cccc2c1,6.4,,1
c1ccc2c(CN3CCC[C@H]3COc3ccc4c(c3)OCO4)cccc2c1,4.21,,1
c1ccc2c(c1)cc(-n1cccc1)c1ccccc12,4.87,,1
c1ccn(C23CC4CC(CC(C4)C2)C3)c1,4.41,,1
c1cnc2c(c1)cc(-n1cccc1)c1cccnc12,5.52,,1
C#CCOC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,,5.64,1
C#CCOC1(c2nc3ccccc3s2)C=CC(=O)C=C1,,6.28,1
C#Cc1cccc(Nc2nc3cc(C(=O)O)ccc3c3cnccc23)c1,,4.97,1
C(=N/Nc1cnc2ccccc2n1)\c1ccccn1,,5.63,1
C(=N/c1nnc2c3ccccc3nc(Nc3ccccc3)n12)\c1ccccc1,,4.61,1
C(=N/c1nnc2c3ccccc3nc(Nc3ccccc3)n12)\c1ccco1,,4.61,1
C/C=C(\C)C(=O)Nc1cc2cc(O)c3nccc4c5ccccc5n1c2c34,,4.72,1
C/C=C(\C)C(=O)OC(C)(C)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1,,5.12,1
C/C=C1/CN2CC[C@@]34c5c(ccc6c5O[C@@H]5OC[C@@H]7[C@@H](C[C@H]8c9c(c%10ccccc%10n9C)C[C@@H]7N8C)[C@@H]5[C@@H]6C)N(C)[C@H]3[C@@H]2C[C@H]1C4C(=O)OC,,5.28,1
C/C=C1/CN2CC[C@@]34c5cc([C@@H](C)[C@H]6[C@@H]7C[C@H]8c9c(c%10ccccc%10n9C)C[C@@H]([C@@H]7CO[C@@H]6O)N8C)c(OC)cc5N(C)[C@H]3[C@@H]2C[C@H]1C4C(=O)OC,,5.18,1
C=C(C(=O)O)[C@H]1C[C@@H](CCCCCC)OC1=O,,4.75,1
C=C(C)[C@@H]1CC[C@]2([C@@H]3OC(=O)C=C3N(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,5.5,1
C=C(C)[C@@H]1CC[C@]2([C@@H]3OC(=O)C=C3N3CCCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,5.68,1
C=C(C)[C@@H]1CC[C@]2([C@@H]3OC(=O)C=C3NC3CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,5.5,1
