smiles,hepg2_pIC50,hct116_pIC50,n_tasks_observed
COC(=O)C[C@]12C=C3C(=O)c4ccccc4O[C@@]3(CC1)[C@H]1C(=O)N(c3ccc(C(F)(F)F)cc3)C(=O)[C@H]12,4.8,,1
COC(=O)C[C@]12C=C3C(=O)c4ccccc4O[C@@]3(CC1)[C@H]1C(=O)N(c3ccccc3)C(=O)[C@H]12,4.63,,1
COC(=O)[C@@H]1CCCN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,4.98,,1
COC(=O)[C@@H]1C[C@@H](O)CN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,5.05,,1
COC(=O)[C@H](Cc1ccc(N(CCCl)CCCl)cc1)NC(=O)CCC(=O)O,4.86,,1
COC(=O)[C@H](Cc1ccc(N(CCCl)CCCl)cc1)NC(=O)CCC(=O)OCCCOCCCn1c2c(c3ccccc31)CCN1C(=O)c3ccccc3N(C)C21,4.77,,1
COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O,5.08,6.2,2
COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,5.65,,1
COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6[C@@H](C)[C@H](C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O,4.35,,1
COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6[C@@H](C)[C@H](C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,4.33,,1
COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,6.29,,1
COC(=O)[C@]12Oc3c(-c4ccc(O)c5c4O[C@@]4(C(=O)OC)C(=C(O)C[C@@H](C)[C@@H]4O)C5=O)ccc(O)c3C(=O)C1=C(O)C[C@@H](C)[C@@H]2O,6.05,,1
COC(=O)[C@]12Oc3ccc(-c4ccc(O)c5c4O[C@@]4(C(=O)OC)C(=C(O)C[C@@H](C)[C@@H]4O)C5=O)c(O)c3C(=O)C1=C(O)C[C@@H](C)[C@@H]2O,6.05,,1
COC(=O)[C@]12Oc3ccc(-c4ccc5c(c4O)C(=O)C4(O)C(=O)C[C@@H](C)[C@H](O)[C@@]4(C(=O)OC)O5)c(O)c3C(=O)C1(O)C(=O)C[C@@H](C)[C@@H]2O,4.27,,1
COC(=O)[C@]12Oc3ccc(-c4ccc5c(c4O)C(=O)C4=C(O)C[C@@H](C)[C@H](O)[C@@]4(C(=O)OC)O5)c(O)c3C(=O)C1=C(O)C[C@@H](C)[C@@H]2O,6.05,,1
COC(=O)c1c(C)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(OC)c1O,4.7,,1
COC(=O)c1cc(O)c2[nH]c3ccccc3c2c1,4.8,,1
COC(=O)c1ccc(NC(=O)CCC(=O)Nc2ccc(C(=O)OC)cc2)cc1,4.62,,1
COC(=O)c1ccc2[nH]c3ccccc3c2c1,4.43,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,4.45,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)/C=C/c4ccc(Cl)cc4)C(C)(C)[C@@H]3CC[C@]12C,4.57,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)/C=C/c4ccc(F)cc4)C(C)(C)[C@@H]3CC[C@]12C,4.57,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)/C=C/c4ccccc4)C(C)(C)[C@@H]3CC[C@]12C,4.58,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cc(Br)cc(Br)c4)C(C)(C)[C@@H]3CC[C@]12C,4.36,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cc(F)ccc4Br)C(C)(C)[C@@H]3CC[C@]12C,4.72,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cc(I)ccc4Cl)C(C)(C)[C@@H]3CC[C@]12C,4.54,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C(C)(C)[C@@H]3CC[C@]12C,4.84,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccc(Br)cc4)C(C)(C)[C@@H]3CC[C@]12C,4.59,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccc(Cl)cc4)C(C)(C)[C@@H]3CC[C@]12C,4.59,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccc(F)cc4)C(C)(C)[C@@H]3CC[C@]12C,5.07,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccc(F)cc4F)C(C)(C)[C@@H]3CC[C@]12C,5.24,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccc([N+](=O)[O-])cc4)C(C)(C)[C@@H]3CC[C@]12C,4.69,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cccc(C)c4)C(C)(C)[C@@H]3CC[C@]12C,4.42,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cccc(F)c4)C(C)(C)[C@@H]3CC[C@]12C,4.99,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccccc4)C(C)(C)[C@@H]3CC[C@]12C,4.75,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccccc4Cl)C(C)(C)[C@@H]3CC[C@]12C,4.72,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccccc4I)C(C)(C)[C@@H]3CC[C@]12C,4.41,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccccc4[N+](=O)[O-])C(C)(C)[C@@H]3CC[C@]12C,4.92,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](OC(=O)/C=C/c1ccc(F)cc1)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)/C=C/c4ccc(F)cc4)C(C)(C)[C@@H]3CC[C@]12C,4.38,,1
COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](OC(=O)c1ccc(Cl)cc1)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4ccc(Cl)cc4)C(C)(C)[C@@H]3CC[C@]12C,4.38,,1
COC1=C(CC(C)(C)COC(=O)c2cc(OC)ccc2OC)C(=O)c2ccccc2C1=O,4.39,,1
COC1=C(CC(C)(C)COC(=O)c2ccc3ccccc3c2OC)C(=O)c2ccccc2C1=O,4.94,,1
COC1=C(CC(C)(C)COC(=O)c2ccccc2)C(=O)c2ccccc2C1=O,4.33,,1
COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,7.4,,1
COC1=CC2[C@@H]3Cc4ccc(OC)c(OCCCCCCOC(=O)CCCCC(CCSCc5ccccc5)SCc5ccccc5)c4[C@]2(CCN3C)CC1=O,4.55,,1
COC1=CC2[C@@H]3Cc4ccc(OC)c(OCCCCCOC(=O)CCCCC(CCSCc5ccccc5)SCc5ccccc5)c4[C@]2(CCN3C)CC1=O,4.81,,1
COC1=CC2[C@@H]3Cc4ccc(OC)c(OCCCCOC(=O)CCCCC(CCSCc5ccccc5)SCc5ccccc5)c4[C@]2(CCN3C)CC1=O,4.44,,1
COC1=CC2[C@@H]3Cc4ccc(OC)c(OCCCOC(=O)CCCCC(CCSCc5ccccc5)SCc5ccccc5)c4[C@]2(CCN3C)CC1=O,4.43,,1
COC1=CC2[C@@H]3Cc4ccc(OC)c(OCCOC(=O)CCCCC(CCSCc5ccccc5)SCc5ccccc5)c4[C@]2(CCN3C)CC1=O,4.32,,1
COC1=Cc2ccnc3c(NCC(C)C)cnc(c23)C1=O,6.0,,1
COC1=Cc2ccnc3c(NCCC(C)C)cnc(c23)C1=O,6.77,,1
COC1=Cc2ccnc3c(NCCc4ccccc4)cnc(c23)C1=O,6.7,,1
COCc1cc(-c2cnn(C)c2-c2sc3ccccc3c2C#N)cc2c(CN)n[nH]c(=O)c12,6.31,,1
CO[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](O)C[C@]12O,4.88,,1
CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,6.07,,1
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,6.57,,1
CO[C@H]1CC[C@H](n2c([C@@H]3CCCC(=O)N3c3ccc(F)c(F)c3)nc3cc(-c4c(C)noc4C)ccc32)CC1,6.06,,1
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C\C=C\1C,4.28,,1
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCOC(=O)CSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C\C=C\1C,4.96,,1
COc1c(C(=O)OCC(C)(C)CC2=C(O)C(=O)c3ccccc3C2=O)ccc2ccccc12,6.62,,1
COc1c(C(=O)OCC(C)(C)CC2=CC(=O)c3ccccc3C2=O)ccc2ccccc12,4.84,,1
COc1c(C(=O)OCC(C)CC2=C(O)C(=O)c3ccccc3C2=O)ccc2ccccc12,5.98,,1
COc1c(C(=O)OCC(C)CC2=CC(=O)c3ccccc3C2=O)ccc2ccccc12,4.4,,1
COc1c(C(=O)OCCCC2=C(O)C(=O)c3ccccc3C2=O)ccc2ccccc12,4.34,,1
COc1c(C(=O)OCCCC2=CC(=O)c3ccccc3C2=O)ccc2ccccc12,4.27,,1
COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.64,,1
COc1c(OCCCCN2CCCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,5.33,,1
COc1c(OCCCCN2CCCCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,5.62,,1
COc1c(OCCCCN2CCN(C)CC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.57,,1
COc1c(OCCCCN2CCOCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.3,,1
COc1c(OCCCN2CCCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.69,,1
COc1c(OCCCN2CCCCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,5.17,,1
COc1c(OCCCN2CCN(C)CC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.52,,1
COc1c(OCCCN2CCOCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.13,,1
COc1c(OCCN2CCCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,5.01,,1
COc1c(OCCN2CCCCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.77,,1
COc1c(OCCN2CCN(C)CC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.81,,1
COc1c(OCCN2CCOCC2)cc2oc(-c3ccccc3)cc(=O)c2c1O,4.17,,1
COc1c2c(cc3c1-c1c(cc4c(c1OC)OCO4)C[C@H](C)[C@H](C)C3)OCO2,5.42,,1
COc1c2ccccc2nc2occc12,4.26,,1
COc1cc(-c2cc(C)cc(C)c2-c2ccccc2)oc(=O)c1C,4.21,,1
COc1cc(-n2cc(-c3ccc4nc(N)nc(N)c4c3)nn2)cc(OC)c1OC,4.71,,1
COc1cc(/C=C/C(=O)/C=C/c2nc3c(C)c(C)ccc3n2C)ccc1O,5.07,,1
COc1cc(/C=C/C(=O)/C=C/c2nc3c(C)cccc3n2C)ccc1O,5.72,,1
COc1cc(/C=C/C(=O)/C=C/c2nc3cc(C)ccc3n2C)ccc1O,5.38,,1
COc1cc(/C=C/C(=O)/C=C/c2nc3cc(Cl)ccc3n2C)ccc1O,5.4,,1
COc1cc(/C=C/C(=O)/C=C/c2nc3cc(O)ccc3n2C)ccc1O,5.44,,1
COc1cc(/C=C/C(=O)/C=C/c2nc3cc([N+](=O)[O-])ccc3n2C)ccc1O,5.43,,1
COc1cc(/C=C/C(=O)/C=C/c2nc3ccccc3n2C)ccc1O,5.54,,1
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(/C=C/C(=O)NO)cc2)ccc1O,5.27,,1
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.06,5.536666666666666,2
COc1cc(/C=C/C(=O)NCCCCCCNC2=C3C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC2=O)C3=O)cc(OC)c1OC,6.25,,1
COc1cc(/C=C/C(=O)O[C@@H]2/C=C/C(=O)O[C@@H](C)CCC/C=C/[C@@H]3C[C@H](O)C[C@H]32)cc(OC)c1OC,6.14,,1
COc1cc(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)cc(Br)c1O,5.33,,1
COc1cc(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)cc(OC)c1OC,5.38,,1
COc1cc(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)ccc1O,5.37,,1
COc1cc(/C=C/C(=O)c2ccc(OCCCCCC(=O)NO)cc2)cc(OC)c1OC,6.27,,1
COc1cc(/C=C/C(=O)c2cccc(-c3cccc(F)c3)c2)ccc1O,5.17,,1
COc1cc(/C=C/C(C)=C/C(C)=O)oc(=O)c1C,4.09,,1
COc1cc(/C=C/C(C)=O)oc(=O)c1C,4.07,,1
COc1cc(/C=C/CC(=O)OCCCOC(=O)[C@]23CCC(C)(C)C[C@H]2[C@H]2C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)ccc1OCc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,5.26,,1
COc1cc(/C=C/c2nnc(NC(=O)c3cc(OC)c(OC)c(OC)c3)s2)cc(OC)c1OC,6.55,,1
COc1cc(/C=C/c2nnc(NC(=O)c3cc(OC)c(OC)c(OC)c3Br)s2)c(Br)c(OC)c1OC,6.7,,1
COc1cc(/C=C/c2nnc(NC(=O)c3ccc(Br)cc3)s2)c(Br)c(OC)c1OC,6.7,,1
COc1cc(/C=C/c2nnc(NC(=O)c3ccc(Cl)cc3)s2)c(Br)c(OC)c1OC,6.75,,1
COc1cc(/C=C/c2nnc(NC(=O)c3ccc(F)cc3)s2)c(Br)c(OC)c1OC,6.62,,1
COc1cc(/C=C/c2nnc(NC(=O)c3cccc(Br)c3)s2)c(Br)c(OC)c1OC,6.8,,1
COc1cc(/C=C/c2nnc(NC(=O)c3cccc(Cl)c3)s2)c(Br)c(OC)c1OC,6.82,,1
COc1cc(/C=C/c2nnc(NC(=O)c3cccc(F)c3)s2)c(Br)c(OC)c1OC,6.77,,1
COc1cc(/C=C/c2nnc(NC(=O)c3cccc(O)c3)s2)c(Br)c(OC)c1OC,6.66,,1
COc1cc(/C=C/c2nnc(NC(=O)c3cccc(O)c3)s2)cc(OC)c1OC,6.58,,1
COc1cc(/C=C/c2nnc(NC(=O)c3ccccc3)s2)c(Br)c(OC)c1OC,6.75,,1
COc1cc(/C=C/c2nnc(NC(=O)c3ccccc3Br)s2)c(Br)c(OC)c1OC,6.6,,1
COc1cc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc(NC(=O)c2cn(Cc3cc(OC)c(OC)c(OC)c3)nn2)c1OC,5.47,,1
COc1cc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc(NC(=O)c2cn(Cc3ccc(F)cc3)nn2)c1OC,5.87,,1
COc1cc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc(NC(=O)c2cn(Cc3cccc(Oc4ccccc4)c3)nn2)c1OC,5.4,,1
COc1cc(C(=O)Nc2nnc(/C=C/c3cc(OC)c(OC)c(OC)c3Br)s2)cc(OC)c1OC,6.68,,1
COc1cc(C(=O)OCC(C)(C)CC2=C(O)C(=O)c3ccccc3C2=O)c(O)c2ccccc12,6.42,,1
COc1cc(C(=O)OCC(C)(C)CC2=C(O)C(=O)c3ccccc3C2=O)c(OC)c2ccccc12,6.01,,1
COc1cc(C(=O)OCC(C)CC2=C(O)C(=O)c3ccccc3C2=O)c(O)c2ccccc12,5.5,,1
COc1cc(C(=O)OCC(C)CC2=C(O)C(=O)c3ccccc3C2=O)c(OC)c2ccccc12,5.44,,1
COc1cc(C(=O)OCCCC2=C(O)C(=O)c3ccccc3C2=O)c(O)c2ccccc12,5.37,,1
COc1cc(C(=O)OCCCC2=C(O)C(=O)c3ccccc3C2=O)c(OC)c2ccccc12,4.45,,1
COc1cc(C(=O)OCCCC2=CC(=O)c3ccccc3C2=O)c(O)c2ccccc12,4.19,,1
COc1cc(C(=O)OCCCCOC(=O)[C@]23CCC(C)(C)C[C@H]2[C@H]2C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)cc(OC)c1OCc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,5.27,,1
COc1cc(C(=O)OCCCCOC(=O)[C@]23CCC(C)(C)C[C@H]2[C@H]2C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)ccc1OCc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,4.81,,1
COc1cc(C(=O)c2cc(OC)c(OC)c([Se]C)c2)cc(OC)c1OC,6.54,,1
COc1cc(C(=O)c2ccc(OC)c(OC)c2OC)cc([Se]C)c1OC,5.36,,1
COc1cc(C(=O)c2ccc([Se]C)cc2)cc(OC)c1OC,7.11,,1
COc1cc(C)cc2c1C(=O)c1c(O)cccc1C2=O,5.03,,1
COc1cc(C2NC(=O)c3ccccc3N2)ccc1OCc1ccc(C)cc1,6.59,,1
COc1cc(C=O)ccc1OC(=O)c1cc(-c2ccc(C)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,5.57,,1
COc1cc(C=O)ccc1OC(=O)c1cc(-c2ccc(C)cc2)n(-c2ccccc2)n1,5.05,,1
COc1cc(C=O)ccc1OC(=O)c1cc(-c2ccccc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,4.42,,1
COc1cc(CN[C@H]2CC[C@H](OCC#Cc3c(-c4ccccc4)oc4ccccc34)O[C@H]2C)cc(OC)c1OC,4.95,,1
COc1cc(CNc2cc(Br)cc3[nH]ncc23)c([N+](=O)[O-])cc1OC,5.53,,1
COc1cc(Cl)ccc1NS(=O)(=O)c1ccc2oc(=O)ccc2c1,5.33,,1
COc1cc(NC(=O)[C@@H](Cc2ccccc2)NC2=C/C(=N/O)c3ccccc3C2=O)cc(OC)c1,7.92,,1
COc1cc(NC(=O)[C@@H](Cc2ccccc2)NC2=CC(=O)c3ccccc3C2=O)cc(OC)c1,4.94,,1
COc1cc(NC(C)CCCNC(=O)NCCOc2ccc3[nH]c4c(C)nccc4c3c2)c2ncccc2c1,4.96,,1
COc1cc(NC(C)CCCNC(=O)NCCOc2ccc3c(c2)[nH]c2c(C)nccc23)c2ncccc2c1,5.1,,1
COc1cc(NC(C)CCCNC(=O)NCCn2c3cc(OC)ccc3c3ccnc(C)c32)c2ncccc2c1,4.91,,1
COc1cc(NC(C)CCCNC(=O)NCc2nccc3c2[nH]c2ccccc23)c2ncccc2c1,6.16,,1
COc1cc(NC(C)CCCn2cc(COc3ccc4[nH]c5c(C)nccc5c4c3)nn2)c2ncccc2c1,5.18,,1
COc1cc(NC(C)CCCn2cc(COc3ccc4c(c3)[nH]c3c(C)nccc34)nn2)c2ncccc2c1,5.1,,1
COc1cc(Nc2nc(N3CCN(c4ncc(C(=O)NO)cn4)CC3)ncc2Cl)cc(OC)c1,6.55,,1
COc1cc(O)cc(/C=C/c2ccc(O)c(OC)c2OC)c1,4.43,,1
COc1cc(O)cc(/C=C/c2cccc(O)c2OC)c1,4.04,,1
COc1cc(O)ccc1C(=O)/C=C/c1ccc(O)cc1,5.13,,1
COc1cc(OC)c(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)cc1OC,5.75,,1
COc1cc(OC)c(-c2coc3cc(OCC=C(C)C)ccc3c2=O)cc1OC,6.55,,1
COc1cc(OC)c(-c2coc3cc(OCc4ccc(Br)cc4)ccc3c2=O)cc1OC,5.98,,1
COc1cc(OC)c(-c2coc3cc(OCc4ccc(C#N)cc4)ccc3c2=O)cc1OC,5.37,,1
COc1cc(OC)c(-c2coc3cc(OCc4ccc(C(F)(F)F)cc4)ccc3c2=O)cc1OC,6.05,,1
COc1cc(OC)c(-c2coc3cc(OCc4ccc(Cl)cc4)ccc3c2=O)cc1OC,6.03,,1
COc1cc(OC)c(-c2coc3cc(OCc4ccc(F)cc4)ccc3c2=O)cc1OC,6.0,,1
COc1cc(OC)c(-c2coc3cc(OCc4ccc([N+](=O)[O-])cc4)ccc3c2=O)cc1OC,5.6,,1
COc1cc(OC)c(-c2coc3cc(OCc4cccc(Br)c4)ccc3c2=O)cc1OC,6.06,,1
COc1cc(OC)c(-c2coc3cc(OCc4cccc(C(F)(F)F)c4)ccc3c2=O)cc1OC,6.21,,1
COc1cc(OC)c(-c2coc3cc(OCc4cccc(Cl)c4)ccc3c2=O)cc1OC,6.12,,1
COc1cc(OC)c(-c2coc3cc(OCc4cccc(F)c4)ccc3c2=O)cc1OC,5.91,,1
COc1cc(OC)c(-c2coc3cc(OCc4ccccc4)ccc3c2=O)cc1OC,5.88,,1
COc1cc(OC)c(-c2coc3cc(OCc4ccccc4Br)ccc3c2=O)cc1OC,5.66,,1
COc1cc(OC)c(-c2coc3cc(OCc4ccccc4C(F)(F)F)ccc3c2=O)cc1OC,5.18,,1
COc1cc(OC)c(-c2coc3cc(OCc4ccccc4C)ccc3c2=O)cc1OC,5.73,,1
COc1cc(OC)c(-c2coc3cc(OCc4ccccc4Cl)ccc3c2=O)cc1OC,5.77,,1
COc1cc(OC)c(-c2coc3cc(OCc4ccccc4F)ccc3c2=O)cc1OC,5.89,,1
COc1cc(OC)c2c(O)c(C(C)=O)c(C)cc2c1,5.02,,1
COc1cc(OC)c2c(c1)C(=O)c1cc(C)c(Cn3cc(F)c(=O)n(CCc4ccccc4)c3=O)c(OC)c1C2=O,4.16,,1
COc1cc(OC)c2c(c1)C(=O)c1cc(C)c(Cn3cc(F)c(=O)n(Cc4ccc5c(c4)OCO5)c3=O)c(OC)c1C2=O,4.04,,1
COc1cc(OC)c2c(c1)C(=O)c1cc(C)c(Cn3cc(F)c(=O)n(Cc4ccccc4C#N)c3=O)c(OC)c1C2=O,4.4,,1
COc1cc(OC)cc(C(=O)Nc2cccc(-c3oc4cc(-c5ccc(F)cc5)ccc4c(=O)c3O)c2)c1,4.63,,1
COc1cc(OC)cc(C2C3=C(N=C4N=NNN42)c2ccccc2C(=O)C3=O)c1,5.93,,1
COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cccc(C)c4nc3OC)CC2)c1,7.48,,1
COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cccc(OC)c4nc3OC)CC2)c1,7.77,,1
COc1cc(OCC(O)CCl)c2c(c1)O[C@@H]1COc3cc(OC)c(OC)cc3[C@]1(O)C2=O,6.09,,1
COc1cc(OCC(O)CN2CCOCC2)c2c(c1)O[C@@H]1COc3cc(OC)c(OC)cc3[C@]1(O)C2=O,6.21,,1
COc1cc(OCC(O)CNCCN2CCOCC2)c2c(c1)O[C@@H]1COc3cc(OC)c(OC)cc3[C@]1(O)C2=O,6.25,,1
COc1cc(OCC(O)CNCc2ccccc2)c2c(c1)O[C@@H]1COc3cc(OC)c(OC)cc3[C@]1(O)C2=O,6.14,,1
COc1cc(OCC2CO2)c2c(c1)O[C@@H]1COc3cc(OC)c(OC)cc3[C@]1(O)C2=O,6.26,,1
COc1cc([C@@H]2O[C@H](c3cc(O)c(OC)c(OC)c3)[C@@H](C)[C@@H]2C)ccc1O,5.5,,1
