cell_line,activity_id,assay_chembl_id,molecule_chembl_id,canonical_smiles,target_pref_name,target_organism,assay_type,standard_type,standard_relation,standard_value,standard_units,pchembl_value_final,pchembl_source,pchembl_value_raw,data_validity_comment
HepG2,24690013,CHEMBL5105441,CHEMBL3758542,O=C1Nc2ccc(F)cc2/C1=N/Nc1nc(-c2ccccc2)nc2ccccc12,HepG2,Homo sapiens,F,IC50,=,1000.0,nM,6.0,pchembl_value,6.00,
HepG2,24690250,CHEMBL5105523,CHEMBL5180407,COc1ccncc1C1=CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c5ccccc5)c5ccccc5)CC[C@]4(C)[C@H]3CC[C@]12C,HepG2,Homo sapiens,F,IC50,=,67720.0,nM,4.17,pchembl_value,4.17,
HepG2,24690253,CHEMBL5105526,CHEMBL5198873,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2c1cc(-c2ccc(O)cc2)c(C#N)c(N)n1,HepG2,Homo sapiens,F,IC50,=,12390.0,nM,4.91,pchembl_value,4.91,
HepG2,24690269,CHEMBL5105542,CHEMBL5195296,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)c3nc(N)nc(-c4ccccc4Cl)c3C[C@@H]12,HepG2,Homo sapiens,F,IC50,=,5410.0,nM,5.27,pchembl_value,5.27,
HepG2,24692200,CHEMBL5106024,CHEMBL2012938,O=C(Cc1ccccc1)Oc1c(OC(=O)Cc2ccccc2)c(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,HepG2,Homo sapiens,F,IC50,=,7000.0,nM,5.16,pchembl_value,5.16,
HepG2,24692201,CHEMBL5106024,CHEMBL5188910,O=C(Cc1ccccc1)Oc1c(OC(=O)c2ccccc2)c(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,HepG2,Homo sapiens,F,IC50,=,7000.0,nM,5.16,pchembl_value,5.16,
HepG2,24696048,CHEMBL5106718,CHEMBL4086426,CCn1c2ccccc2c2cc(-c3nc(-c4ccc(N5CCN(C)CC5)cc4)c(-c4ccc(N5CCN(C)CC5)cc4)n3-c3ccc(OC)cc3)ccc21,HepG2,Homo sapiens,F,IC50,=,6100.0,nM,5.21,pchembl_value,5.21,
HepG2,24696049,CHEMBL5106718,CHEMBL5181159,CCn1c2ccccc2c2cc(-c3nc(-c4ccc(N5CCN(C)CC5)cc4)c(-c4ccc(N5CCN(C)CC5)cc4)n3-c3ccc(OCCCO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3)ccc21,HepG2,Homo sapiens,F,IC50,>,32000.0,nM,4.49485,fallback_from_standard_value_units,,
HepG2,24696050,CHEMBL5106718,CHEMBL5176606,CCn1c2ccccc2c2cc(-c3nc(-c4ccc(N5CCN(C)CC5)cc4)c(-c4ccc(N5CCN(C)CC5)cc4)n3-c3ccc(OCCOCCO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3)ccc21,HepG2,Homo sapiens,F,IC50,>,32000.0,nM,4.49485,fallback_from_standard_value_units,,
HepG2,24696051,CHEMBL5106718,CHEMBL5182325,CCn1c2ccccc2c2cc(-c3nc(-c4ccc(N5CCN(C)CC5)cc4)c(-c4ccc(N5CCN(C)CC5)cc4)n3-c3ccc(OCCOCCO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(=O)C(F)(F)F)cc3)ccc21,HepG2,Homo sapiens,F,IC50,>,32000.0,nM,4.49485,fallback_from_standard_value_units,,
HepG2,24696052,CHEMBL5106718,CHEMBL5176358,CCn1c2ccccc2c2cc(-c3nc(-c4ccc(N5CCN(C)CC5)cc4)c(-c4ccc(N5CCN(C)CC5)cc4)n3-c3ccc(OCCCOC4(C)O[C@H]5O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]5O4)cc3)ccc21,HepG2,Homo sapiens,F,IC50,=,7800.0,nM,5.11,pchembl_value,5.11,
HepG2,24696053,CHEMBL5106718,CHEMBL5171203,CCn1c2ccccc2c2cc(-c3nc(-c4ccc(N5CCN(C)CC5)cc4)c(-c4ccc(N5CCN(C)CC5)cc4)n3-c3ccc(OCCOCCOC4(C)O[C@H]5O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]5O4)cc3)ccc21,HepG2,Homo sapiens,F,IC50,=,3000.0,nM,5.52,pchembl_value,5.52,
HepG2,24696054,CHEMBL5106718,CHEMBL5206784,CCn1c2ccccc2c2cc(-c3nc(-c4ccc(N5CCN(C)CC5)cc4)c(-c4ccc(N5CCN(C)CC5)cc4)n3-c3ccc(OCCOCCOC4(C)O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O4)cc3)ccc21,HepG2,Homo sapiens,F,IC50,=,5000.0,nM,5.3,pchembl_value,5.30,
HepG2,24696055,CHEMBL5106718,CHEMBL5193463,CCn1c2ccccc2c2cc(-c3nc(-c4ccc(N5CCN(C)CC5)cc4)c(-c4ccc(N5CCN(C)CC5)cc4)n3-c3ccc(OCCCO[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)cc3)ccc21,HepG2,Homo sapiens,F,IC50,>,32000.0,nM,4.49485,fallback_from_standard_value_units,,
HepG2,24696056,CHEMBL5106718,CHEMBL5205585,CCn1c2ccccc2c2cc(-c3nc(-c4ccc(N5CCN(C)CC5)cc4)c(-c4ccc(N5CCN(C)CC5)cc4)n3-c3ccc(OCCOCCO[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)cc3)ccc21,HepG2,Homo sapiens,F,IC50,>,32000.0,nM,4.49485,fallback_from_standard_value_units,,
HepG2,24696057,CHEMBL5106718,CHEMBL5207424,COc1ccc(-n2c(-c3ccc4c(c3)c3ccccc3n4Cc3cn(CCOCCO[C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)nn3)nc(-c3ccc(N4CCN(C)CC4)cc3)c2-c2ccc(N3CCN(C)CC3)cc2)cc1,HepG2,Homo sapiens,F,IC50,=,11000.0,nM,4.96,pchembl_value,4.96,
HepG2,24696058,CHEMBL5106718,CHEMBL5195449,COc1ccc(-n2c(-c3ccc4c(c3)c3ccccc3n4Cc3cn(CCOCCO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)nn3)nc(-c3ccc(N4CCN(C)CC4)cc3)c2-c2ccc(N3CCN(C)CC3)cc2)cc1,HepG2,Homo sapiens,F,IC50,>,32000.0,nM,4.49485,fallback_from_standard_value_units,,
HepG2,24696059,CHEMBL5106718,CHEMBL5186806,CCn1c2ccccc2c2cc(-c3nc(-c4ccc(N5CCN(C)CC5)cc4)c(-c4ccc(N5CCN(Cc6cn(CCOCCO[C@@H]7O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]7OC(C)=O)nn6)CC5)cc4)[nH]3)ccc21,HepG2,Homo sapiens,F,IC50,>,32000.0,nM,4.49485,fallback_from_standard_value_units,,
HepG2,24697283,CHEMBL5106992,CHEMBL5186687,O=C(Nc1ccc(Cl)c(Cl)c1)c1ccc2nc(P(=O)(O)O)c(P(=O)(O)O)nc2c1,HepG2,Homo sapiens,F,IC50,>,100000.0,nM,4.0,fallback_from_standard_value_units,,
HepG2,24697284,CHEMBL5106992,CHEMBL5178826,O=P(O)(O)c1nc2ccc(-c3ccc(Cl)cc3)cc2nc1P(=O)(O)O,HepG2,Homo sapiens,F,IC50,>,100000.0,nM,4.0,fallback_from_standard_value_units,,
HepG2,24697285,CHEMBL5106992,CHEMBL5187038,CC(=O)Nc1ccccc1OCc1cn(CCNC(=O)C(CC(C)C)C(=O)NO)nn1,HepG2,Homo sapiens,F,IC50,>,100000.0,nM,4.0,fallback_from_standard_value_units,,
HepG2,24700434,CHEMBL5107431,CHEMBL5175842,O=C(Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1)c1ccccc1F,HepG2,Homo sapiens,F,IC50,=,10140.0,nM,4.99,pchembl_value,4.99,
HepG2,24700435,CHEMBL5107431,CHEMBL5208677,O=C(Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1)c1ccc(F)cc1,HepG2,Homo sapiens,F,IC50,=,9280.0,nM,5.03,pchembl_value,5.03,
HepG2,24700436,CHEMBL5107431,CHEMBL5170069,COc1ccc(C(=O)Nc2cccc(-c3oc4cc(-c5ccc(F)cc5)ccc4c(=O)c3O)c2)cc1,HepG2,Homo sapiens,F,IC50,=,8420.0,nM,5.08,pchembl_value,5.08,
HepG2,24700437,CHEMBL5107431,CHEMBL5200670,Cc1ccc(C(=O)Nc2cccc(-c3oc4cc(-c5ccc(F)cc5)ccc4c(=O)c3O)c2)cc1,HepG2,Homo sapiens,F,IC50,=,2320.0,nM,5.63,pchembl_value,5.63,
HepG2,24700438,CHEMBL5107431,CHEMBL5170054,O=C(Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1)c1ccc(Cl)cc1,HepG2,Homo sapiens,F,IC50,=,11010.0,nM,4.96,pchembl_value,4.96,
HepG2,24700439,CHEMBL5107431,CHEMBL5196420,O=C(Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1)c1ccc(F)cc1F,HepG2,Homo sapiens,F,IC50,=,26350.0,nM,4.58,pchembl_value,4.58,
HepG2,24700440,CHEMBL5107431,CHEMBL5203654,COc1ccccc1C(=O)Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1,HepG2,Homo sapiens,F,IC50,=,14510.0,nM,4.84,pchembl_value,4.84,
HepG2,24700441,CHEMBL5107431,CHEMBL5204371,Cc1ccccc1C(=O)Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1,HepG2,Homo sapiens,F,IC50,=,19390.0,nM,4.71,pchembl_value,4.71,
HepG2,24700442,CHEMBL5107431,CHEMBL5188722,O=C(Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1)c1ccc(C(F)(F)F)cc1,HepG2,Homo sapiens,F,IC50,=,42700.0,nM,4.37,pchembl_value,4.37,
HepG2,24700443,CHEMBL5107431,CHEMBL5173656,O=C(Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1)c1ccc(Br)cc1,HepG2,Homo sapiens,F,IC50,=,13890.0,nM,4.86,pchembl_value,4.86,
HepG2,24700444,CHEMBL5107431,CHEMBL5186104,COc1cccc(C(=O)Nc2cccc(-c3oc4cc(-c5ccc(F)cc5)ccc4c(=O)c3O)c2)c1,HepG2,Homo sapiens,F,IC50,=,9950.0,nM,5.0,pchembl_value,5.00,
HepG2,24700445,CHEMBL5107431,CHEMBL5171730,Cc1cccc(C(=O)Nc2cccc(-c3oc4cc(-c5ccc(F)cc5)ccc4c(=O)c3O)c2)c1,HepG2,Homo sapiens,F,IC50,=,13490.0,nM,4.87,pchembl_value,4.87,
HepG2,24700446,CHEMBL5107431,CHEMBL5179474,O=C(Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1)c1cccc(F)c1,HepG2,Homo sapiens,F,IC50,=,15480.0,nM,4.81,pchembl_value,4.81,
HepG2,24700447,CHEMBL5107431,CHEMBL5207930,CCc1ccc(C(=O)Nc2cccc(-c3oc4cc(-c5ccc(F)cc5)ccc4c(=O)c3O)c2)cc1,HepG2,Homo sapiens,F,IC50,=,20620.0,nM,4.69,pchembl_value,4.69,
HepG2,24700448,CHEMBL5107431,CHEMBL5189999,O=C(Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1)c1ccc(Br)cc1F,HepG2,Homo sapiens,F,IC50,>,100000.0,nM,4.0,fallback_from_standard_value_units,,
HepG2,24700449,CHEMBL5107431,CHEMBL5197628,Cc1cc(C(=O)Nc2cccc(-c3oc4cc(-c5ccc(F)cc5)ccc4c(=O)c3O)c2)ccc1F,HepG2,Homo sapiens,F,IC50,=,9540.0,nM,5.02,pchembl_value,5.02,
HepG2,24700450,CHEMBL5107431,CHEMBL5170186,COc1ccc(C(=O)Nc2cccc(-c3oc4cc(-c5ccc(F)cc5)ccc4c(=O)c3O)c2)c(F)c1,HepG2,Homo sapiens,F,IC50,=,45330.0,nM,4.34,pchembl_value,4.34,
HepG2,24700451,CHEMBL5107431,CHEMBL5206316,COc1cc(OC)cc(C(=O)Nc2cccc(-c3oc4cc(-c5ccc(F)cc5)ccc4c(=O)c3O)c2)c1,HepG2,Homo sapiens,F,IC50,=,23470.0,nM,4.63,pchembl_value,4.63,
HepG2,24700452,CHEMBL5107431,CHEMBL5197350,Cc1cc(C)cc(C(=O)Nc2cccc(-c3oc4cc(-c5ccc(F)cc5)ccc4c(=O)c3O)c2)c1,HepG2,Homo sapiens,F,IC50,=,13370.0,nM,4.87,pchembl_value,4.87,
HepG2,24700453,CHEMBL5107431,CHEMBL5171844,O=C(Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1)c1ccc(Cl)nc1,HepG2,Homo sapiens,F,IC50,=,4610.0,nM,5.34,pchembl_value,5.34,
HepG2,24700454,CHEMBL5107431,CHEMBL5200094,O=C(Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1)c1cc(F)cc(F)c1,HepG2,Homo sapiens,F,IC50,=,4960.0,nM,5.3,pchembl_value,5.30,
HepG2,24700455,CHEMBL5107431,CHEMBL5169623,O=C(Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1)c1cnc(Cl)nc1Cl,HepG2,Homo sapiens,F,IC50,>,100000.0,nM,4.0,fallback_from_standard_value_units,,
HepG2,24700456,CHEMBL5107431,CHEMBL5201664,N#Cc1ccc(C(=O)Nc2cccc(-c3oc4cc(-c5ccc(F)cc5)ccc4c(=O)c3O)c2)cc1,HepG2,Homo sapiens,F,IC50,=,7110.0,nM,5.15,pchembl_value,5.15,
HepG2,24700457,CHEMBL5107431,CHEMBL5188248,O=C(Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1)c1ccc([N+](=O)[O-])cc1,HepG2,Homo sapiens,F,IC50,=,1860.0,nM,5.73,pchembl_value,5.73,
HepG2,24700458,CHEMBL5107431,CHEMBL5179847,O=C(Nc1cccc(-c2oc3cc(-c4ccc(F)cc4)ccc3c(=O)c2O)c1)c1ccc(-c2ccccc2)cc1,HepG2,Homo sapiens,F,IC50,=,88480.0,nM,4.05,pchembl_value,4.05,
HepG2,24700459,CHEMBL5107431,CHEMBL5184159,CCCc1ccc(C(=O)Nc2cccc(-c3oc4cc(-c5ccc(F)cc5)ccc4c(=O)c3O)c2)cc1,HepG2,Homo sapiens,F,IC50,=,51520.0,nM,4.29,pchembl_value,4.29,
HepG2,24700460,CHEMBL5107431,CHEMBL185,O=c1[nH]cc(F)c(=O)[nH]1,HepG2,Homo sapiens,F,IC50,=,2880.0,nM,5.54,pchembl_value,5.54,
HepG2,24702927,CHEMBL5107886,CHEMBL5203862,c1cc(Nc2ccc3nc[nH]c3c2)nc(Nc2ccc(OCCN3CCOCC3)cc2)n1,HepG2,Homo sapiens,F,IC50,>,25000.0,nM,4.60206,fallback_from_standard_value_units,,
HepG2,24702928,CHEMBL5107886,CHEMBL5202036,CN1CCN(S(=O)(=O)c2ccc(Nc3nccc(Nc4ccc5nc[nH]c5c4)n3)cc2)CC1,HepG2,Homo sapiens,F,IC50,>,25000.0,nM,4.60206,fallback_from_standard_value_units,,
HepG2,24702929,CHEMBL5107886,CHEMBL5188895,O=S(=O)(c1ccc(Nc2nccc(Nc3ccc4nc[nH]c4c3)n2)cc1)N1CCOCC1,HepG2,Homo sapiens,F,IC50,>,25000.0,nM,4.60206,fallback_from_standard_value_units,,
HepG2,24702930,CHEMBL5107886,CHEMBL5175289,O=C(Nc1ccccc1)Nc1cccc(Nc2nccc(Nc3ccc4nc[nH]c4c3)n2)c1,HepG2,Homo sapiens,F,IC50,=,11000.0,nM,4.96,pchembl_value,4.96,
HepG2,24702931,CHEMBL5107886,CHEMBL5204975,O=C(Nc1ccccc1)Nc1cccc(Nc2nccc(Nc3ccc4cn[nH]c4c3)n2)c1,HepG2,Homo sapiens,F,IC50,=,8200.0,nM,5.09,pchembl_value,5.09,
HepG2,24702932,CHEMBL5107886,CHEMBL5201142,O=C(Nc1ccccc1)Nc1ccc(Nc2nccc(Nc3ccc4cn[nH]c4c3)n2)cc1,HepG2,Homo sapiens,F,IC50,=,11000.0,nM,4.96,pchembl_value,4.96,
HepG2,24702933,CHEMBL5107886,CHEMBL5197321,c1cc(Nc2ccc3cn[nH]c3c2)nc(Nc2ccc(OCCN3CCOCC3)cc2)n1,HepG2,Homo sapiens,F,IC50,=,15000.0,nM,4.82,pchembl_value,4.82,
HepG2,24702934,CHEMBL5107886,CHEMBL5205720,O=C1NC(Cc2ccc(Nc3nccc(Nc4ccc5cn[nH]c5c4)n3)cc2)CO1,HepG2,Homo sapiens,F,IC50,=,20000.0,nM,4.7,pchembl_value,4.70,
HepG2,24702935,CHEMBL5107886,CHEMBL5209415,c1cc(Nc2ccc3cn[nH]c3c2)nc(Nc2ccc(Cn3cncn3)cc2)n1,HepG2,Homo sapiens,F,IC50,=,18000.0,nM,4.75,pchembl_value,4.75,
HepG2,24702936,CHEMBL5107886,CHEMBL5174788,O=C(Nc1ccc(F)cc1)Nc1ccc(Nc2nccc(Nc3ccc4cn[nH]c4c3)n2)cc1,HepG2,Homo sapiens,F,IC50,=,3500.0,nM,5.46,pchembl_value,5.46,
HepG2,24702937,CHEMBL5107886,CHEMBL5197537,O=C(Nc1ccc(Nc2nccc(Nc3ccc4cn[nH]c4c3)n2)cc1)Nc1cccc(F)c1,HepG2,Homo sapiens,F,IC50,=,6600.0,nM,5.18,pchembl_value,5.18,
HepG2,24702938,CHEMBL5107886,CHEMBL5199085,O=C(Nc1ccc(F)cc1)Nc1cccc(Nc2nccc(Nc3ccc4cn[nH]c4c3)n2)c1,HepG2,Homo sapiens,F,IC50,=,12000.0,nM,4.92,pchembl_value,4.92,
HepG2,24702939,CHEMBL5107886,CHEMBL5188951,Cc1ccc(NC(=O)Nc2cccc(Nc3nccc(Nc4ccc5cn[nH]c5c4)n3)c2)cc1,HepG2,Homo sapiens,F,IC50,=,11000.0,nM,4.96,pchembl_value,4.96,
HepG2,24702940,CHEMBL5107886,CHEMBL5208117,Cc1cccc(NC(=O)Nc2cccc(Nc3nccc(Nc4ccc5cn[nH]c5c4)n3)c2)c1,HepG2,Homo sapiens,F,IC50,=,2800.0,nM,5.55,pchembl_value,5.55,
HepG2,24702941,CHEMBL5107886,CHEMBL5207497,O=C(Nc1ccccc1)Nc1cc(Nc2nccc(Nc3ccc4cn[nH]c4c3)n2)ccc1O,HepG2,Homo sapiens,F,IC50,=,25000.0,nM,4.6,pchembl_value,4.60,
HepG2,24702942,CHEMBL5107886,CHEMBL5171291,Cc1ccc(Nc2nccc(Nc3ccc4cn[nH]c4c3)n2)cc1NC(=O)Nc1ccccc1,HepG2,Homo sapiens,F,IC50,=,8900.0,nM,5.05,pchembl_value,5.05,
HepG2,24702943,CHEMBL5107886,CHEMBL5178329,COc1ccc(NC(=O)Nc2ccccc2)cc1Nc1nccc(Nc2ccc3cn[nH]c3c2)n1,HepG2,Homo sapiens,F,IC50,=,6500.0,nM,5.19,pchembl_value,5.19,
HepG2,24702944,CHEMBL5107886,CHEMBL5170550,Cc1cnc(Nc2cccc(NC(=O)Nc3ccccc3)c2)nc1Nc1ccc2cn[nH]c2c1,HepG2,Homo sapiens,F,IC50,=,3600.0,nM,5.44,pchembl_value,5.44,
HepG2,24702945,CHEMBL5107886,CHEMBL5197335,O=C(Nc1ccccc1)Nc1cccc(Nc2ncc(Cl)c(Nc3ccc4cn[nH]c4c3)n2)c1,HepG2,Homo sapiens,F,IC50,=,3500.0,nM,5.46,pchembl_value,5.46,
HepG2,24702946,CHEMBL5107886,CHEMBL5184935,O=C(Nc1ccccc1)Nc1cccc(Nc2ncc([N+](=O)[O-])c(Nc3ccc4cn[nH]c4c3)n2)c1,HepG2,Homo sapiens,F,IC50,>,25000.0,nM,4.60206,fallback_from_standard_value_units,,
HepG2,24702947,CHEMBL5107886,CHEMBL5198591,Nc1cnc(Nc2cccc(NC(=O)Nc3ccccc3)c2)nc1Nc1ccc2cn[nH]c2c1,HepG2,Homo sapiens,F,IC50,>,25000.0,nM,4.60206,fallback_from_standard_value_units,,
HepG2,24702948,CHEMBL5107886,CHEMBL5192261,O=C(Nc1ccccc1)Nc1cccc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)c1,HepG2,Homo sapiens,F,IC50,=,8100.0,nM,5.09,pchembl_value,5.09,
HepG2,24702949,CHEMBL5107886,CHEMBL5200010,O=C(Nc1ccccc1)Nc1cccc(Nc2nccc(Nc3ccc4[nH]ccc4c3)n2)c1,HepG2,Homo sapiens,F,IC50,=,5000.0,nM,5.3,pchembl_value,5.30,
HepG2,24702950,CHEMBL5107886,CHEMBL5206223,O=C(Nc1ccccc1)Nc1cccc(Nc2nccc(Nc3ccc4cc[nH]c4c3)n2)c1,HepG2,Homo sapiens,F,IC50,=,3200.0,nM,5.5,pchembl_value,5.50,
HepG2,24702951,CHEMBL5107886,CHEMBL5169911,Cn1cc2ccc(Nc3ccnc(Nc4cccc(NC(=O)Nc5ccccc5)c4)n3)cc2n1,HepG2,Homo sapiens,F,IC50,=,12000.0,nM,4.92,pchembl_value,4.92,
HepG2,24702952,CHEMBL5107886,CHEMBL5198995,Cc1c2ccc(Nc3ccnc(Nc4cccc(NC(=O)Nc5ccccc5)c4)n3)cc2nn1C,HepG2,Homo sapiens,F,IC50,=,2400.0,nM,5.62,pchembl_value,5.62,
HepG2,24702953,CHEMBL5107886,CHEMBL172,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,HepG2,Homo sapiens,F,IC50,=,11500.0,nM,4.94,pchembl_value,4.94,
HepG2,24706329,CHEMBL5108686,CHEMBL5188929,C=C1C(O)[C@@H]2/C=C/C[C@H](C)C(=O)[C@](C)(O)/C=C/OC(=O)O[C@]23C(=O)N[C@@H](Cc2ccc(OC)cc2)[C@@H]3[C@@H]1C,HepG2,Homo sapiens,F,IC50,=,470.0,nM,6.33,pchembl_value,6.33,
HepG2,24706330,CHEMBL5108686,CHEMBL5179041,COc1ccc(C[C@@H]2NC(=O)[C@@]34OC(=O)O/C=C/[C@@](C)(O)C(=O)[C@@H](C)C/C=C/[C@H]3C(O)C(C)=C(C)[C@@H]24)cc1,HepG2,Homo sapiens,F,IC50,=,470.0,nM,6.33,pchembl_value,6.33,
HepG2,24706331,CHEMBL5108686,CHEMBL5194168,COc1ccc(C[C@@H]2NC(=O)[C@@]34OC(=O)O/C=C/[C@@](C)(O)C(=O)[C@@H](C)C/C=C/[C@H]3[C@@H]3O[C@]3(C)[C@@H](C)[C@@H]24)cc1,HepG2,Homo sapiens,F,IC50,=,470.0,nM,6.33,pchembl_value,6.33,
HepG2,24707172,CHEMBL5109039,CHEMBL5192395,COc1ccc(C2CN(c3cccc(C#N)n3)C2)cc1-c1ccnc(N)c1,HepG2,Homo sapiens,F,EC50,=,5660.0,nM,5.25,pchembl_value,5.25,
HepG2,24707173,CHEMBL5109039,CHEMBL5178519,COc1cc(-c2cc(C3CN(c4cccc(C#N)n4)C3)ccc2OC)ccn1,HepG2,Homo sapiens,F,EC50,=,460.0,nM,6.34,pchembl_value,6.34,
HepG2,24707174,CHEMBL5109039,CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,HepG2,Homo sapiens,F,EC50,=,670.0,nM,6.17,pchembl_value,6.17,
HepG2,24709123,CHEMBL5109539,CHEMBL5090360,Cn1ncc(-c2ccc3c(=O)[nH]nc(CN)c3c2)c1-c1sc2ccccc2c1C#N,HepG2,Homo sapiens,F,IC50,=,18300.0,nM,4.74,pchembl_value,4.74,
HepG2,24709124,CHEMBL5109539,CHEMBL5075255,Cn1ncc(-c2ccc3c(=O)[nH]nc(CN)c3c2)c1-c1c(F)c(Cl)cc(OC2CC2)c1C#N,HepG2,Homo sapiens,F,IC50,=,6600.0,nM,5.18,pchembl_value,5.18,
HepG2,24709125,CHEMBL5109539,CHEMBL5176033,COCc1cc(-c2cnn(C)c2-c2sc3ccccc3c2C#N)cc2c(CN)n[nH]c(=O)c12,HepG2,Homo sapiens,F,IC50,=,490.0,nM,6.31,pchembl_value,6.31,
HepG2,24709126,CHEMBL5109539,CHEMBL5171494,Cn1ncc(-c2cc([C@H]3CCCO3)c3c(=O)[nH]nc(CN)c3c2)c1-c1sc2ccccc2c1C#N,HepG2,Homo sapiens,F,IC50,=,290.0,nM,6.54,pchembl_value,6.54,
HepG2,24709617,CHEMBL5109653,CHEMBL5202359,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2-c1ccoc1)OCO3,HepG2,Homo sapiens,F,IC50,=,1.42,nM,8.85,pchembl_value,8.85,
HepG2,24709618,CHEMBL5109653,CHEMBL307794,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4c(cc3nc2-1)OCO4,HepG2,Homo sapiens,F,IC50,=,10.64,nM,7.97,pchembl_value,7.97,
HepG2,24711007,CHEMBL5110134,CHEMBL5179735,O=C(CCCCCCOc1ccc(-c2nnc(-c3ccccc3)s2)cc1)NO,HepG2,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HepG2,24711008,CHEMBL5110134,CHEMBL5205120,O=C(CCCCOc1cccc(-c2nnc(-c3ccccc3)s2)c1)NO,HepG2,Homo sapiens,F,IC50,=,11000.0,nM,4.96,pchembl_value,4.96,
HepG2,24711009,CHEMBL5110134,CHEMBL5182740,O=C(CCCCCOc1cccc(-c2nnc(-c3ccccc3)s2)c1)NO,HepG2,Homo sapiens,F,IC50,=,1400.0,nM,5.85,pchembl_value,5.85,
HepG2,24711010,CHEMBL5110134,CHEMBL5193360,O=C(CCCCCCOc1cccc(-c2nnc(-c3ccccc3)s2)c1)NO,HepG2,Homo sapiens,F,IC50,=,2200.0,nM,5.66,pchembl_value,5.66,
HepG2,24711011,CHEMBL5110134,CHEMBL5204591,O=C(CCCCCCOc1cccc(-c2nnc(-c3ccccc3Cl)s2)c1)NO,HepG2,Homo sapiens,F,IC50,=,21000.0,nM,4.68,pchembl_value,4.68,
HepG2,24711012,CHEMBL5110134,CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,HepG2,Homo sapiens,F,IC50,=,6000.0,nM,5.22,pchembl_value,5.22,
HepG2,24711426,CHEMBL5110192,CHEMBL5192259,O=[N+]([O-])c1ccccc1CNc1cc(C(F)(F)F)cc2[nH]ncc12,HepG2,Homo sapiens,F,IC50,=,7760.0,nM,5.11,pchembl_value,5.11,
HepG2,24711427,CHEMBL5110192,CHEMBL5204912,FC(F)(F)c1cc(NC[C@H]2CCCN2)c2cn[nH]c2c1,HepG2,Homo sapiens,F,IC50,=,16250.0,nM,4.79,pchembl_value,4.79,
