canonical_smiles,pIC50
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)NCCO)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.33
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)N(CCO)CCO)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.69
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)N5CCN(CCO)CC5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.69
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)N5CCN(CCOCCO)CC5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.82
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)N5CCC(CCO)CC5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.23
C[C@H]1[C@H](C)CC[C@]2(C(=O)NC(CO)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,4.08
C[C@H]1[C@H](C)CC[C@]2(C(=O)NCCO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,4.08
C[C@H]1[C@H](C)CC[C@]2(C(=O)N(CCO)CCO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,4.45
C[C@H]1[C@H](C)CC[C@]2(C(=O)N3CCN(CCOCCO)CC3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,4.43
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,4.99
O=C1O/C(=C\Cn2c(=O)[nH]c(=O)[nH]c2=O)C(OCc2ccccc2)=C1OCc1ccccc1,4.35
NC1(CCn2cc(F)c(=O)[nH]c2=O)OC(=O)C(OCc2ccccc2)=C1OCc1ccccc1,4.37
O=C1O/C(=C\Cn2ncc(=O)[nH]c2=O)C(OCc2ccccc2)=C1OCc1ccccc1,4.38
Nc1ccn(C[C@H](O)[C@H]2OC(=O)C(OCc3ccccc3)=C2OCc2ccccc2)c(=O)n1,4.35
O=C1O[C@H]([C@@H](O)Cn2ccc(NC(=O)c3ccccc3)nc2=O)C(OCc2ccccc2)=C1OCc1ccccc1,4.21
Nc1ncn(C/C=C2\OC(=O)C(O)=C2O)c(=O)n1,4.63
Nc1ncn(C/C=C2\OC(=O)C(OCc3ccccc3)=C2OCc2ccccc2)c(=O)n1,5.57
O=C1O/C(=C\Cn2ccc(NC(=O)c3ccccc3)nc2=O)C(OCc2ccccc2)=C1OCc1ccccc1,5.7
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,4.58
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,4.76
C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,4.7
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)OCc1ccccc1,4.75
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,4.78
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,4.65
CC(C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,5.02
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)OCc1ccccc1,4.33
C[C@@H](O)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,4.86
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)OCc1ccccc1,4.37
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1,4.83
CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,4.28
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)OCc1ccccc1,4.68
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)OCc1ccccc1,4.94
N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,4.45
NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,4.52
NC(=O)CC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,4.99
NC(=O)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,4.75
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)OCc1ccccc1,4.56
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,6.58
COc1cc(OCC2CO2)c2c(c1)O[C@@H]1COc3cc(OC)c(OC)cc3[C@]1(O)C2=O,6.26
COc1cc(OCC(O)CCl)c2c(c1)O[C@@H]1COc3cc(OC)c(OC)cc3[C@]1(O)C2=O,6.09
COc1cc(OCC(O)CN2CCOCC2)c2c(c1)O[C@@H]1COc3cc(OC)c(OC)cc3[C@]1(O)C2=O,6.21
COc1cc(OCC(O)CNCCN2CCOCC2)c2c(c1)O[C@@H]1COc3cc(OC)c(OC)cc3[C@]1(O)C2=O,6.25
COc1cc(OCC(O)CNCc2ccccc2)c2c(c1)O[C@@H]1COc3cc(OC)c(OC)cc3[C@]1(O)C2=O,6.14
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,5.72
COc1ccc2nc3cc(Cl)ccc3c(Nc3ccncc3)c2c1,5.39
COc1ccc2nc3cc(Cl)ccc3c(NCc3ccccc3OC)c2c1,5.38
COc1ccc2nc3cc(Cl)ccc3c(NCCN)c2c1.Cl,5.22
COc1ccc(Nc2c3ccc(Cl)cc3nc3ccc(OC)cc23)cc1,5.2
CCOc1ccc(Nc2c3ccc(Cl)cc3nc3ccc(OC)cc23)cc1,5.13
COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(C)cc3)c2c1,5.06
COc1ccc2nc3cc(Cl)ccc3c(Nc3cccc(O)c3)c2c1,5.02
COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(OC(F)(F)F)cc3)c2c1,4.99
COc1ccc2nc3cc(Cl)ccc3c(Nc3cccnc3N)c2c1,4.97
COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(N)cc3)c2c1,4.96
COc1ccc2nc3cc(Cl)ccc3c(Nc3ccccc3O)c2c1,4.94
COc1cccc(Nc2c3ccc(Cl)cc3nc3ccc(OC)cc23)c1,4.83
COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(OC)c(OC)c(OC)c3)c2c1,4.78
CCOc1ccccc1Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,4.55
COc1ccc2nc3cc(Cl)ccc3c(Nc3ccccc3Cl)c2c1,4.52
COc1ccc2nc3cc(Cl)ccc3c(Nc3cccc(N)n3)c2c1,4.49
COc1ccc2nc3cc(Cl)ccc3c(Nc3cccc(NC(C)=O)c3)c2c1,4.43
COc1ccc2nc3cc(Cl)ccc3c(Nc3ccccc3F)c2c1,4.34
Cc1ccc(-c2nc3cc(NC(=O)CCl)ccc3[nH]2)cc1,5.7
O=C(CCCl)Nc1ccc2[nH]c(-c3ccc(Br)cc3)nc2c1,4.95
Cn1cccc1-c1nc2cc(NC(=O)CCl)ccc2[nH]1,5.75
CCN1CCN(CC(=O)Nc2ccc3[nH]c(-c4ccc(C)cc4)nc3c2)CC1,4.5
CCN1CCN(CCC(=O)Nc2ccc3[nH]c(-c4ccc(C)cc4)nc3c2)CC1,4.84
Cc1ccc(-c2nc3cc(NC(=O)CCN4CCCCC4)ccc3[nH]2)cc1,4.92
CCN1CCN(CCC(=O)Nc2ccc3[nH]c(-c4ccc(Br)cc4)nc3c2)CC1,4.56
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,7.3
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,6.3
CC(=O)O[C@H]1[C@@H](n2cnc3ccccc32)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)Cc5ccccc5)CC[C@]4(C)[C@H]3CC[C@@]21C,5.29
CCN(CC)[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3C[C@H](n3cnc4ccccc43)[C@@H]2OC(C)=O)C1,4.66
CC(=O)O[C@H]1[C@@H](n2cnc3ccccc32)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N5CCN(C)CC5)CC[C@]4(C)[C@H]3CC[C@@]21C,4.93
CC(=O)O[C@H]1[C@@H](n2cnc3ccccc32)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N5CCCCC5)CC[C@]4(C)[C@H]3CC[C@@]21C,4.53
CC(=O)O[C@H]1[C@@H](n2nnc3ccccc32)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)Cc5ccccc5)CC[C@]4(C)[C@H]3CC[C@@]21C,5.26
CC(=O)O[C@H]1[C@@H](n2nnc3ccccc32)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)c5ccccc5)CC[C@]4(C)[C@H]3CC[C@@]21C,5.2
CC(=O)O[C@H]1[C@@H](n2nnc3ccccc32)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N5CCN(C)CC5)CC[C@]4(C)[C@H]3CC[C@@]21C,4.5
CC(=O)O[C@H]1[C@@H](n2ccnn2)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)Cc5ccccc5)CC[C@]4(C)[C@H]3CC[C@@]21C,5.07
CC(=O)O[C@H]1[C@@H](n2ccnn2)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)c5ccccc5)CC[C@]4(C)[C@H]3CC[C@@]21C,5.03
CC(=O)O[C@H]1[C@@H](n2cncn2)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)Cc5ccccc5)CC[C@]4(C)[C@H]3CC[C@@]21C,4.98
CC(=O)O[C@H]1[C@@H](n2cncn2)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)c5ccccc5)CC[C@]4(C)[C@H]3CC[C@@]21C,4.66
CC(=O)O[C@H]1[C@@H](n2cncn2)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N5CCN(C)CC5)CC[C@]4(C)[C@H]3CC[C@@]21C,4.63
CC(=O)O[C@H]1[C@@H](n2cncn2)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N5CCOCC5)CC[C@]4(C)[C@H]3CC[C@@]21C,4.71
Cc1c(C(=O)c2ccccc2)oc2ccc(NS(=O)(=O)c3ccc(F)cc3)cc12,4.62
Cc1c(C(=O)c2ccccc2)oc2ccc(NC(=O)c3ccc(F)cc3)cc12,4.51
CCOC(=O)c1oc2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2c1C,5.25
Cc1c(C(=O)c2ccccc2)oc2ccc(S(=O)(=O)Nc3ccc(F)cc3)cc12,4.49
CCOC(=O)c1oc2ccc(S(=O)(=O)Nc3ccc(F)cc3)cc2c1C,5.12
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.96
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@]4(O)[C@@H](O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.46
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]4(O)[C@@H](O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.9
CO[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](O)C[C@]12O,4.88
CC(=O)N[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](O)C[C@]12O,4.94
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C/C(=N\O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.88
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.86
CC(=O)O[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](O)C[C@]12O,4.92
CC(=O)O[C@@H]1[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](O)C[C@]2(O)[C@@H]1OC(C)=O,4.93
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,5.81
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.84
COc1cc(-c2cc(C)cc(C)c2-c2ccccc2)oc(=O)c1C,4.21
COc1cc(/C=C/C(C)=C/C(C)=O)oc(=O)c1C,4.09
COc1cc(/C=C/C(C)=O)oc(=O)c1C,4.07
CCN(CC)CCOc1cccc(-c2cn3c(n2)sc2ccccc23)c1.Cl.Cl,5.7
Cc1ccc2c(c1)sc1nc(-c3ccccc3)c(CN3CCOCC3)n12,5.48
CCOc1ccc2c(c1)sc1nc(-c3ccccc3)c(CN3CCOCC3)n12,5.45
CCOc1ccc2c(c1)sc1nc(-c3ccccc3)c(CN3CCN(c4ccccn4)CC3)n12,5.55
c1ccc(-c2nc3sc4ccccc4n3c2Cn2cccc2)cc1,5.52
Cc1ccc2c(c1)sc1nc(-c3ccccc3)c(Cn3cccc3)n12,5.44
Fc1ccc2c(c1)sc1nc(-c3ccccc3)c(Cn3cccc3)n12,5.55
CCOc1ccc2c(c1)sc1nc(-c3ccccc3)c(Cn3cccc3)n12,5.42
Clc1ccc(-c2nc3sc4ccccc4n3c2Cn2cccc2)cc1,5.46
C/C(=C\[C@@H](O)C/C(C)=C/CCc1ccoc1)CC[C@@H](O)[C@]1(C)CCC(=O)O1,6.0
CC(=O)O[C@H](CC/C(C)=C/[C@@H](O)C/C(C)=C/CCc1ccoc1)[C@]1(C)CCC(=O)O1,6.3
CC(=O)O[C@H](/C=C(\C)CC[C@@H](O)[C@]1(C)CCC(=O)O1)C/C(C)=C/CCc1ccoc1,5.66
CC(=O)O[C@H](/C=C(\C)CC[C@@H](OC(C)=O)[C@]1(C)CCC(=O)O1)C/C(C)=C/CCc1ccoc1,5.77
NC(=S)N/N=C(/C=C/c1ccccc1F)c1ccccc1,4.85
NC(=S)N/N=C(/C=C/c1ccccc1Cl)c1ccccc1,4.8
NC(=S)N/N=C(/C=C/c1ccccc1Br)c1ccccc1,4.77
COc1ccccc1/C=C/C(=N/NC(N)=S)c1ccccc1,4.7
NC(=S)N/N=C(/C=C/c1cccc(F)c1)c1ccccc1,5.96
COc1cccc(/C=C/C(=N/NC(N)=S)c2ccccc2)c1,5.26
NC(=S)N/N=C(/C=C/c1cccc([N+](=O)[O-])c1)c1ccccc1,5.58
NC(=S)N/N=C(/C=C/c1ccc(F)cc1)c1ccccc1,4.92
NC(=S)N/N=C(/C=C/c1ccc(Cl)cc1)c1ccccc1,4.89
NC(=S)N/N=C(/C=C/c1ccc(Br)cc1)c1ccccc1,4.75
Cc1ccc(/C=C/C(=N/NC(N)=S)c2ccccc2)cc1,4.96
COc1ccc(/C=C/C(=N/NC(N)=S)c2ccccc2)cc1,5.0
NC(=S)N/N=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1,5.98
NC(=S)N/N=C(/C=C/c1ccc(-c2ccccc2)cc1)c1ccccc1,5.59
NC(=S)N/N=C(/C=C/c1ccc(OCc2ccccc2)cc1)c1ccccc1,6.07
NC(=S)N/N=C(/C=C/c1ccccc1)c1ccccc1,5.84
NC(=S)N/N=C(/C=C/c1ccccc1)c1ccc(Br)cc1,5.2
Cc1ccc(C(/C=C/c2ccccc2)=N\NC(N)=S)cc1,6.11
COc1ccc(C(/C=C/c2ccccc2)=N\NC(N)=S)cc1,5.36
NC(=S)N/N=C(/C=C/c1ccccc1)c1ccc(Cl)cc1,6.08
NC(=S)N/N=C(/C=C/c1ccccc1)c1ccc(Cl)c(Cl)c1,5.29
NC(=S)N/N=C(/C=C/c1ccc(F)cc1)c1ccc(Br)cc1,5.91
COc1ccc(C(/C=C/c2ccccc2Cl)=N\NC(N)=S)cc1,5.45
NC(=S)N/N=C(/C=C/c1cccc2ccccc12)c1ccccc1,6.09
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,7.1
COc1ccc(/C=C(\C)C(=O)c2cc(OC)c(OC)c(OC)c2)cc1O,9.68
Sc1nnc(-c2ccc3c(c2)OCCO3)n1-c1ccccc1,4.22
c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)n2-c2ccccc2)cc1,5.22
O=[N+]([O-])c1ccccc1CSc1nnc(-c2ccc3c(c2)OCCO3)n1-c1ccccc1,4.92
O=[N+]([O-])c1cccc(CSc2nnc(-c3ccc4c(c3)OCCO4)n2-c2ccccc2)c1,4.31
O=[N+]([O-])c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)n2-c2ccccc2)cc1,4.86
Clc1ccccc1CSc1nnc(-c2ccc3c(c2)OCCO3)n1-c1ccccc1,6.01
Clc1cccc(CSc2nnc(-c3ccc4c(c3)OCCO4)n2-c2ccccc2)c1,5.62
Clc1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)n2-c2ccccc2)cc1,5.45
COc1cccc(CSc2nnc(-c3ccc4c(c3)OCCO4)n2-c2ccccc2)c1,4.45
Cc1ccccc1CSc1nnc(-c2ccc3c(c2)OCCO3)n1-c1ccccc1,4.69
Cc1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)n2-c2ccccc2)cc1,4.25
Fc1ccccc1CSc1nnc(-c2ccc3c(c2)OCCO3)n1-c1ccccc1,6.09
Fc1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)n2-c2ccccc2)cc1,5.99
Fc1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)n2-c2ccccc2)c(F)c1,5.71
Fc1cccc(F)c1CSc1nnc(-c2ccc3c(c2)OCCO3)n1-c1ccccc1,5.68
Brc1ccccc1CSc1nnc(-c2ccc3c(c2)OCCO3)n1-c1ccccc1,5.33
Brc1cccc(CSc2nnc(-c3ccc4c(c3)OCCO4)n2-c2ccccc2)c1,5.28
Brc1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)n2-c2ccccc2)cc1,5.1
CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,6.07
CCCCC/C=C\C/C=C\CCCCCCCC(=O)Oc1ccc(C(C)C)cc1C(C)C,5.39
CCCCC/C=C\C/C=C\CCCCCCCC(=O)Oc1c(C(C)C)cccc1C(C)C,5.48
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Oc1ccc(C(C)C)cc1C(C)C,5.43
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Oc1c(C(C)C)cccc1C(C)C,5.51
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,5.66
c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,4.49
Cc1cccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)c1,4.48
O=[N+]([O-])c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,4.45
Fc1ccccc1CSc1nnc(-c2ccc3c(c2)OCCO3)o1,4.62
O=[N+]([O-])c1ccccc1CSc1nnc(-c2ccc3c(c2)OCCO3)o1,4.42
Cc1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,4.38
Fc1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,4.42
O=[N+]([O-])c1cccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)c1,4.42
Clc1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,4.54
Ic1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,4.51
Cc1ccccc1CSc1nnc(-c2ccc3c(c2)OCCO3)o1,4.66
Brc1ccccc1CSc1nnc(-c2ccc3c(c2)OCCO3)o1,4.7
Brc1cccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)c1,4.6
Brc1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,5.07
Clc1ccccc1CSc1nnc(-c2ccc3c(c2)OCCO3)o1,4.64
Clc1cccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)c1,4.48
Fc1cccc(F)c1CSc1nnc(-c2ccc3c(c2)OCCO3)o1,4.38
Fc1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)c(F)c1,4.41
Ic1ccccc1CSc1nnc(-c2ccc3c(c2)OCCO3)o1,5.14
O=C1C=C2CC3(O)COc4cc(O)ccc4C3=C2C=C1O,4.96
Oc1ccc2c(c1)OC[C@]1(O)Cc3cc(O)c(O)cc3[C@H]21,4.92
COc1cc(O)ccc1C(=O)/C=C/c1ccc(O)cc1,5.13
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,6.2
Cc1[nH]c(/C=C2\C(=O)Nc3ncccc32)c(C)c1C(=O)NCCN1CCCCC1,4.41
Cc1[nH]c(/C=C2\C(=O)Nc3ncccc32)c(C)c1C(=O)NCCN(C)C,4.74
Cc1[nH]c(/C=C2\C(=O)Nc3ncccc32)c(C)c1C(=O)N1CCN(C)CC1,4.43
CCN(CC)CCNC(=O)c1ccc(/C=C2\C(=O)Nc3cccnc32)[nH]c1=O.Cl,4.9
CCN(CC)CCNC(=O)c1ccc(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c1=O.Cl,5.3
CN(C)CCNC(=O)c1ccc(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c1=O.Cl,4.77
Cl.O=C1Nc2ccc(F)cc2/C1=C/c1ccc(C(=O)NCCN2CCOCC2)c(=O)[nH]1,4.46
Cl.O=C1Nc2ccc(F)cc2/C1=C/c1ccc(C(=O)NCCN2CCCCC2)c(=O)[nH]1,4.72
CN(C)CCNC(=O)c1ccc(/C=C2\C(=O)Nc3ncccc32)[nH]c1=O.Cl,4.56
CCc1cccc2c(/C=C3\C(=O)Nc4ncccc43)c[nH]c12,4.98
O=C1Nc2ncccc2/C1=C/c1c[nH]c2cc(F)ccc12,4.81
CCc1cccc2c(/C=C3\C(=O)Nc4ccc(F)cc43)c[nH]c12,4.55
O=C(NS(=O)(=O)c1ccccc1)c1cccnc1,4.98
O=C(NS(=O)(=O)c1ccc(F)cc1)c1cccnc1,5.05
O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cccnc1,5.07
O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cccnc1,5.17
Cc1ccc(S(=O)(=O)NC(=O)c2cccnc2)cc1,4.91
O=C(NS(=O)(=O)c1ccccc1)c1cncc(C(=O)NS(=O)(=O)c2ccccc2)c1,5.04
O=C(NS(=O)(=O)c1ccc(F)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(F)cc2)c1,5.21
O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1,5.27
O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(Br)cc2)c1,5.48
Cc1ccc(S(=O)(=O)NC(=O)c2cncc(C(=O)NS(=O)(=O)c3ccc(C)cc3)c2)cc1,5.0
O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccncc1,4.91
O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccncc1,5.1
O=C(NS(=O)(=O)c1ccc(Br)cc1)c1ccncc1,5.2
Cc1ccc(S(=O)(=O)NC(=O)c2ccncc2)cc1,4.7
O=C(NS(=O)(=O)c1ccccc1)c1ccccn1,5.0
O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccccn1,5.07
O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccccn1,5.09
O=C(NS(=O)(=O)c1ccc(Br)cc1)c1ccccn1,5.3
Cc1ccc(S(=O)(=O)NC(=O)c2ccccn2)cc1,4.92
O=C(NS(=O)(=O)c1ccccc1)c1cccc(C(=O)NS(=O)(=O)c2ccccc2)n1,5.28
O=C(NS(=O)(=O)c1ccc(F)cc1)c1cccc(C(=O)NS(=O)(=O)c2ccc(F)cc2)n1,5.43
O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)n1,5.42
