canonical_smiles,pIC50
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CNCCCCCCCN)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.77
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CNCCCCCCCCN)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.45
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CNCCCCCCCCCN)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.46
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CNCCCCCCCCCCN)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.41
CO[C@@H]1CC=C2NN(c3ccc(Cl)cc3)C(=O)C[C@]2(C)O1,4.45
CO[C@@H]1CC=C2NN(c3ccc(C)cc3)C(=O)C[C@]2(C)O1,4.54
COc1cc(OC)cc(N2NC3=CC[C@@H](OC)O[C@@]3(C)CC2=O)c1,4.61
CO[C@@H]1CC=C2NN(c3cc(Cl)cc(Cl)c3)C(=O)C[C@]2(C)O1,4.71
CO[C@@H]1CC=C2NN(c3cccnc3)C(=O)C[C@]2(C)O1,4.77
CO[C@@H]1CC=C2NN(c3cncnc3)C(=O)C[C@]2(C)O1,4.82
CO[C@@H]1CC=C2NN(c3cc4ccccc4[nH]3)C(=O)C[C@]2(C)O1,4.74
COc1cc(OC)cc(N2NC3=CC[C@@H](OC)O[C@@]3(c3ccccc3)CC2=O)c1,4.74
CO[C@@H]1CC=C2NN(c3cc(F)cc(Cl)c3)C(=O)C[C@]2(c2ccccc2)O1,4.79
CO[C@@H]1CC=C2NN(c3ccc(C)cc3)C(=O)C[C@]2(c2ccccc2)O1,4.98
COc1ccc(N2NC3=CC[C@@H](OC)O[C@@]3(c3ccccc3)CC2=O)cc1,4.95
CO[C@@H]1CC=C2NN(c3cncnc3)C(=O)C[C@]2(c2ccccc2)O1,5.04
CO[C@@H]1CC=C2NN(c3cc4ccccc4[nH]3)C(=O)C[C@]2(c2ccccc2)O1,5.09
CO[C@@H]1CC=C2NN(c3cc(Cl)cc(Cl)c3)C(=O)C[C@]2(c2ccncc2)O1,5.04
CO[C@@H]1CC=C2NN(c3ccc(C)cc3)C(=O)C[C@]2(c2ccncc2)O1,5.13
COc1cc(OC)cc(N2NC3=CC[C@@H](OC)O[C@@]3(c3ccncc3)CC2=O)c1,5.19
CO[C@@H]1CC=C2NN(c3cc4ccccc4[nH]3)C(=O)C[C@]2(c2ccncc2)O1,5.36
Cc1c(CO)c(CO)c2n1Cc1ccccc1C2,6.54
OCc1c(CO)c(-c2ccc(F)cc2)n2c1Cc1ccccc1C2,5.61
OCc1c(CO)c(-c2ccc(Cl)cc2)n2c1Cc1ccccc1C2,5.51
OCc1c(CO)c(-c2ccc(F)c(F)c2)n2c1Cc1ccccc1C2,5.49
COc1ccc(-c2c(CO)c(CO)c3n2Cc2ccccc2C3)cc1,5.95
CNC(=O)OCc1c(COC(=O)NC)c2n(c1C)Cc1ccccc1C2,5.93
CNC(=O)OCc1c(COC(=O)NC)c(-c2ccc(Cl)cc2)n2c1Cc1ccccc1C2,7.4
CNC(=O)OCc1c(COC(=O)NC)c(-c2ccc(F)c(F)c2)n2c1Cc1ccccc1C2,6.44
CNC(=O)OCc1c(COC(=O)NC)c(-c2ccc(OC)cc2)n2c1Cc1ccccc1C2,5.97
CCNC(=O)OCc1c(COC(=O)NCC)c2n(c1C)Cc1ccccc1C2,6.05
CCNC(=O)OCc1c(COC(=O)NCC)c(-c2ccc(F)cc2)n2c1Cc1ccccc1C2,6.1
CCNC(=O)OCc1c(COC(=O)NCC)c(-c2ccc(Cl)cc2)n2c1Cc1ccccc1C2,6.21
CCNC(=O)OCc1c(COC(=O)NCC)c(-c2ccc(OC)cc2)n2c1Cc1ccccc1C2,6.12
Cc1c(COC(=O)NC(C)C)c(COC(=O)NC(C)C)c2n1Cc1ccccc1C2,5.86
CC(C)NC(=O)OCc1c(COC(=O)NC(C)C)c(-c2ccc(F)cc2)n2c1Cc1ccccc1C2,6.2
CC(C)NC(=O)OCc1c(COC(=O)NC(C)C)c(-c2ccc(Cl)cc2)n2c1Cc1ccccc1C2,6.16
COc1ccc(-c2c(COC(=O)NC(C)C)c(COC(=O)NC(C)C)c3n2Cc2ccccc2C3)cc1,6.01
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,8.89
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,8.74
COc1ccc(-c2oc3c(OC)c(OC)c(OC)c(O)c3c(=O)c2OC)cc1O,7.64
COc1ccc(-c2oc3c(OC)c(OC)c(OC)c(O)c3c(=O)c2OC)cc1N,7.6
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,4.46
O=c1c(-c2ccc(O)cc2)coc2cc(OCCO)cc(O)c12,4.6
O=c1c(-c2ccc(O)cc2)coc2cc(OCCCO)cc(O)c12,4.62
O=c1c(-c2ccc(O)cc2)coc2cc(OCCCCCO)cc(O)c12,5.16
CC(=O)OC[C@H]1O[C@@H](O[C@H]2C=C[C@@H](OCCCCCOc3cc(O)c4c(=O)c(-c5ccc(O)cc5)coc4c3)O[C@@H]2COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,4.79
CC(=O)OC[C@H]1O[C@H](OCCCOc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)C=C[C@@H]1OC(C)=O,4.7
CC(=O)OC[C@H]1O[C@H](OCCCCCOc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)C=C[C@@H]1OC(C)=O,5.07
CC(=O)O[C@@H]1C=C[C@H](OCCOc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)O[C@H]1C,5.03
CC(=O)O[C@@H]1C=C[C@H](OCCCOc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)O[C@H]1C,5.32
CC(=O)O[C@@H]1C=C[C@H](OCCCCCOc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)O[C@H]1C,5.09
CC(=O)O[C@@H]1C=C[C@H](OCCCOc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)O[C@H]1C,5.32
CC(=O)O[C@@H]1C=C[C@H](OCCCOc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)O[C@H]1C,5.21
CC[C@H](C)[C@H](NC(=O)[C@H]1CCCCN1C)C(=O)N[C@H](C[C@H](OC(C)=O)c1nc(C(=O)N[C@@H](Cc2ccccc2)C[C@H](C)C(=O)O)cs1)C(C)C,7.89
CC[C@H](C)[C@H](NC(=O)[C@H]1CCCCN1C)C(=O)N[C@@H](C[C@@H](OC(C)=O)c1nc(C(=O)N[C@@H](Cc2ccccc2)C[C@H](C)C(=O)O)cs1)C(C)C,6.04
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,7.57
CN(C)CCNC(=O)c1cccc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)c1.Cl,6.16
CN(C)CCCNC(=O)c1cccc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)c1.Cl,6.07
Cl.O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1cccc(C(=O)NCCN2CCCC2)c1,6.33
Cl.O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1cccc(C(=O)NCCN2CCCCC2)c1,6.51
Cl.O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1cccc(C(=O)NCCN2CCOCC2)c1,5.92
Cl.O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1cccc(C(=O)N2CCC(N3CCCCC3)CC2)c1,6.09
CN(C)CCNC(=O)c1ccc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc1.Cl,6.41
CN(C)CCCNC(=O)c1ccc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc1.Cl,5.34
Cl.O=C(Nc1ccc(C(=O)NCCN2CCCC2)cc1)Nc1ccc(N(CCCl)CCCl)cc1,6.44
Cl.O=C(Nc1ccc(C(=O)NCCN2CCCCC2)cc1)Nc1ccc(N(CCCl)CCCl)cc1,6.04
Cl.O=C(Nc1ccc(C(=O)NCCN2CCOCC2)cc1)Nc1ccc(N(CCCl)CCCl)cc1,5.56
Cl.O=C(Nc1ccc(C(=O)N2CCC(N3CCCCC3)CC2)cc1)Nc1ccc(N(CCCl)CCCl)cc1,6.19
O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1cccc(OCCN2CCCCC2)c1,6.57
CN(C)CCOc1ccc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc1.Cl,6.57
CN(C)CCCOc1ccc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc1.Cl,6.54
Cl.O=C(Nc1ccc(OCCN2CCCC2)cc1)Nc1ccc(N(CCCl)CCCl)cc1,6.16
Cl.O=C(Nc1ccc(OCCN2CCCCC2)cc1)Nc1ccc(N(CCCl)CCCl)cc1,6.57
COc1cc(OC)c2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)C[C@@H](O)[C@@]21O,8.12
COC(=O)[C@H]1[C@@H](O)[C@@]2(O)c3c(OC)cc(OC)cc3O[C@@]2(c2ccc(Br)cc2)[C@@H]1c1ccccc1,7.75
COc1cc(OC)c2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)[C@@H](C(=O)N(C)C)[C@@H](O)[C@@]21O,8.23
CNC(=O)[C@H]1[C@@H](O)[C@@]2(O)c3c(OC)cc(OC)cc3O[C@@]2(c2ccc(Br)cc2)[C@@H]1c1ccccc1,8.42
COc1cc(OC)c2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)[C@@H](C(N)=O)[C@@H](O)[C@@]21O,8.74
COc1ccc2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)C[C@@H](O)[C@@]21O,6.97
COC(=O)[C@H]1[C@@H](O)[C@@]2(O)c3ccc(OC)cc3O[C@@]2(c2ccc(Br)cc2)[C@@H]1c1ccccc1,7.02
COc1ccc2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)[C@@H](C(=O)N(C)C)[C@@H](O)[C@@]21O,7.89
COc1ccc2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)[C@@H](C(N)=O)[C@@H](O)[C@@]21O,7.82
COC(=O)[C@H]1[C@@H](O)[C@@]2(O)c3ccc(OC)cc3O[C@@]2(c2ccc(OC)cc2)[C@@H]1c1ccccc1,6.7
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,7.66
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,9.28
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,8.85
COc1cc(OC)c2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)C[C@@H](OC=O)[C@@]21O,8.17
COc1cc(OC)c2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)C[C@@H](NC(C)=O)[C@@]21O,6.26
COc1cc(OC)c2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)C[C@H](O)[C@@]21O,8.57
COc1cc(OC)c2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)C[C@H](OC=O)[C@@]21O,6.88
COc1cc(OC)c2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)C[C@H](NC=O)[C@@]21O,8.74
COc1cc(OC)c2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)C[C@H](NC(C)=O)[C@@]21O,8.37
COc1cc(OC)c2c(c1)O[C@@]1(c3ccc(Br)cc3)[C@H](c3ccccc3)C[C@H](NS(C)(=O)=O)[C@@]21O,7.89
Cc1cc(Nc2nn(-c3ccc(C(C)(C)C)cc3)c(=O)c3ccccc23)n[nH]1,7.22
Cc1ccc(-n2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)cc1,6.62
Cc1cc(Nc2nn(C(C)C)c(=O)c3ccccc23)n[nH]1,6.4
Cc1cc(Nc2nn(Cc3cc(F)cc(F)c3)c(=O)c3ccccc23)n[nH]1,6.3
Cc1cc(Nc2nn(Cc3cc(F)ccc3F)c(=O)c3ccccc23)n[nH]1,6.24
COc1cccc(Cn2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)c1,6.18
COc1ccc(-n2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)cc1,6.16
Cc1cc(Nc2nn(-c3ccc(F)cc3)c(=O)c3ccccc23)n[nH]1,6.1
Cc1cc(Nc2nn(-c3ccc(Cl)cc3)c(=O)c3ccccc23)n[nH]1,6.09
Cc1cc(Nc2nn(CC(C)C)c(=O)c3ccccc23)n[nH]1,5.96
COc1ccc(Cn2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)cc1,5.92
Cc1cc(Nc2nn(Cc3ccc(F)cc3)c(=O)c3ccccc23)n[nH]1,5.85
Cc1cc(Nc2nn(Cc3ccc([N+](=O)[O-])cc3)c(=O)c3ccccc23)n[nH]1,5.85
Cc1cc(Nc2nn(Cc3ccccc3)c(=O)c3ccccc23)n[nH]1,5.82
Cc1cc(Nc2nn(Cc3ccc(S(C)(=O)=O)cc3)c(=O)c3ccccc23)n[nH]1,5.77
Cc1cc(Nc2nn(CC(F)(F)F)c(=O)c3ccccc23)n[nH]1,5.75
Cc1cccc(-n2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)c1,5.64
COc1cccc(C(=O)Cn2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)c1,5.57
Cc1cc(Nc2nn(Cc3cccnc3)c(=O)c3ccccc23)n[nH]1,5.54
Cc1cc(Nc2nn(Cc3csc(C)n3)c(=O)c3ccccc23)n[nH]1,5.38
CC(=O)Nc1ccc(Cn2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)cc1,5.38
Cc1cc(Nc2nn(C)c(=O)c3ccccc23)n[nH]1,5.28
Cc1cc(Nc2nn(CC(=O)c3ccccc3)c(=O)c3ccccc23)n[nH]1,5.26
Cc1cc(Nc2nn(-c3ccccc3)c(=O)c3ccccc23)n[nH]1,5.11
Cc1cc(Nc2nn(Cc3ccncc3)c(=O)c3ccccc23)n[nH]1,4.7
COc1ccc(C(=O)c2cc3c(OC)c(OC)c(OC)cc3[nH]2)cc1,5.38
COc1cc2[nH]c(C(=O)c3ccc(C)cc3)cc2c(OC)c1OC,5.55
COc1cc2[nH]c(C(=O)c3ccc(C)c(N)c3)cc2c(OC)c1OC,5.7
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,9.0
C=C1[C@@H](O)[C@H]2O[C@@]2(C[C@H]2C(C)=CC[C@H]3C(C)(C)CCC[C@]23C)[C@@H](O)[C@H]1O,5.11
CC(C)=CCC/C(C)=C/CC[C@](C)(O)[C@H](O)Cc1c[nH]c([N+](=O)[O-])c1,4.51
CC(C)=CCC/C(C)=C/CC[C@@]1(C)O[C@@H]1Cc1c[nH]c([N+](=O)[O-])c1,4.51
CC(C)=CCC/C(C)=C/C/C=C(\C)[C@H](O)Cc1c[nH]c([N+](=O)[O-])c1,5.24
CC(C)=CCC/C(C)=C\CC/C(C)=C\Cc1cc[nH]c1,4.86
CC(C)=CCC/C(C)=C\CC/C(C)=C\Cc1c[nH]c([N+](=O)[O-])c1,5.04
CC(C)=CCC/C(C)=C\CC/C(C)=C\Cc1ccc[nH]1,4.61
Cc1cc2c(NCCN)c3c(c(NCCN)c2o1)C(=O)c1ccccc1C3=O,5.96
CNCCNc1c2c(c(NCCNC)c3oc(C)cc13)C(=O)c1ccccc1C2=O,5.8
Cc1cc2c(NCCN(C)C)c3c(c(NCCN(C)C)c2o1)C(=O)c1ccccc1C3=O,5.12
Cc1cc2c(NCCNCCO)c3c(c(NCCNCCO)c2o1)C(=O)c1ccccc1C3=O,6.1
CNCCNc1c2c(c(NCCNC)c3oc(C(C)(C)C)cc13)C(=O)c1ccccc1C2=O,5.55
CN(C)CCNc1c2c(c(NCCN(C)C)c3oc(C(C)(C)C)cc13)C(=O)c1ccccc1C2=O,5.12
Cc1cc2c(NCCNC(=N)N)c3c(c(NCCNC(=N)N)c2o1)C(=O)c1ccccc1C3=O,4.77
CNCCNc1c2c(c(NCCNC)c3[nH]ccc13)C(=O)c1ccccc1C2=O,4.96
CNCCNc1c2c(c(NCCNC)c3sccc13)C(=O)c1ccccc1C2=O,5.08
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,6.96
Cc1cc2c(NCCN)c3c(c(NCCN)c2o1)C(=O)c1ccccc1C3=O,6.22
CNCCNc1c2c(c(NCCNC)c3oc(C)cc13)C(=O)c1ccccc1C2=O,6.1
Cc1cc2c(NCCN(C)C)c3c(c(NCCN(C)C)c2o1)C(=O)c1ccccc1C3=O,5.58
Cc1cc2c(NCCNCCO)c3c(c(NCCNCCO)c2o1)C(=O)c1ccccc1C3=O,6.1
CNCCNc1c2c(c(NCCNC)c3oc(C(C)(C)C)cc13)C(=O)c1ccccc1C2=O,5.92
CN(C)CCNc1c2c(c(NCCN(C)C)c3oc(C(C)(C)C)cc13)C(=O)c1ccccc1C2=O,5.23
Cc1cc2c(NCCNC(=N)N)c3c(c(NCCNC(=N)N)c2o1)C(=O)c1ccccc1C3=O,4.57
CNCCNc1c2c(c(NCCNC)c3[nH]ccc13)C(=O)c1ccccc1C2=O,4.95
CNCCNc1c2c(c(NCCNC)c3sccc13)C(=O)c1ccccc1C2=O,5.28
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,6.28
O=C(O)c1ccc2c(c1)nc(NCCc1ccccc1)c1ccncc12,4.88
COc1cccc(Nc2nc3cc(C(=O)O)ccc3c3cnccc23)c1,5.02
O=C(O)c1ccc2c(c1)nc(Nc1ccc(F)c(Cl)c1)c1ccncc12,5.22
O=C(O)c1ccc2c(c1)nc(Nc1cccc(F)c1)c1ccncc12,5.12
C#Cc1cccc(Nc2nc3cc(C(=O)O)ccc3c3cnccc23)c1,4.97
O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,5.66
COc1ccccc1C(=O)Nc1ccc2nc(SCC(=O)NCc3ccc(Cl)cc3)sc2c1,5.82
O=C(CSc1nc2ccc(NC(=O)CCl)cc2s1)NCc1ccccc1,5.89
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,7.05
COc1ccc(/C=C\c2ccc(OC)c(O)c2)cc1,5.47
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1,7.7
COc1ccc(/C=C/c2cc(OC)c(OC)c(OC)c2)cc1,6.28
COc1ccc(/C=C\c2cc(OC)cc(OC)c2)cc1,6.66
COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,5.24
COc1ccc(/C=C\c2ccc(OC)c(OC)c2)cc1,5.64
COc1ccc(/C=C\c2ccc(OC)cc2OC)cc1,5.64
COc1ccc(/C=C\c2cccc(OC)c2)cc1,5.29
COc1ccc(/C=C\c2ccccc2OC)cc1,5.23
CCC[C@H]1OC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@H](C)Cc2ccccc2)NC(=O)[C@@H]2CCN(C2)C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)C1(C)C,4.48
CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21,6.7
Cc1cccc(N2CCN(CCCCNc3nc(NCc4ccco4)c4ccccc4n3)CC2)c1C,6.08
Cc1cccc(N2CCN(CCCNc3nc(NCc4ccco4)c4ccccc4n3)CC2)c1C,6.11
Clc1cccc(N2CCN(CCCNc3nc(NCc4ccco4)c4ccccc4n3)CC2)c1Cl,5.47
Clc1cccc(N2CCN(CCCCNc3nc(NCc4ccco4)c4ccccc4n3)CC2)c1Cl,5.5
c1coc(CNc2nc(NCCCN3CCCC3)nc3ccccc23)c1,4.79
CCN(CC)CCNc1nc(NCc2ccco2)c2ccccc2n1,4.59
CCCCNc1nc(NCc2ccco2)c2ccccc2n1,5.26
c1coc(CNc2nc(NCCCCN3CCOCC3)nc3ccccc23)c1,5.68
COc1ccc(Nc2nc(NCc3ccco3)c3cc(F)ccc3n2)cc1,5.21
Cc1cccc(N2CCN(CCCCNc3nc(NCc4ccco4)c4cc(F)ccc4n3)CC2)c1C,6.09
Cc1cccc(N2CCN(CCCNc3nc(NCc4ccco4)c4cc(F)ccc4n3)CC2)c1C,5.94
Fc1ccc2nc(NCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc(NCc3ccco3)c2c1,6.28
CCCCCNc1nc(NCc2ccco2)c2cc(F)ccc2n1,5.39
Fc1ccc2nc(NCCCN3CCOCC3)nc(NCc3ccco3)c2c1,4.6
CCCCNc1nc(NCc2ccco2)c2cc(F)ccc2n1,5.37
Fc1ccc2nc(NCCCCN3CCOCC3)nc(NCc3ccco3)c2c1,5.67
Fc1ccc2nc(NCCN3CCN(c4cccc(Cl)c4Cl)CC3)nc(NCc3ccco3)c2c1,6.0
CCCCNc1nc(NCc2ccco2)c2cccc(F)c2n1,5.88
COc1ccc2c(c1)N(CCCCCC(=O)NO)C(=O)c1ccccc1S2(=O)=O,7.4
O=C(CCCCCN1C(=O)c2ccccc2S(=O)(=O)c2ccc(Cl)cc21)NO,7.52
COc1ccc2c(c1)N(CCCCCC(=O)NO)C(=O)c1ccccc1O2,6.51
COc1ccc2c(c1)N(CCCCCC(=O)NO)C(=O)c1ccccc1S2,7.05
O=C(CCCCCN1C(=O)c2ccccc2Sc2ccccc21)NO,6.41
O=C(CCCCCN1C(=O)c2ccccc2Nc2ccc(Cl)cc21)NO,6.35
O=C(CCCCCN1C(=O)c2ccccc2S(=O)(=O)c2ccccc21)NO,6.82
COc1ccc2c(c1)N(CCCCCC(=O)NO)C(=O)c1ccccc1N2,6.44
O=C(CCCCCN1C(=O)c2ccccc2Sc2ccc(Cl)cc21)NO,7.22
O=C(CCCCCN1C(=O)c2ccccc2Oc2ccccc21)NO,6.19
O=C(CCCCCN1C(=O)c2ccccc2Oc2ccc(Cl)cc21)NO,6.7
CN1c2ccccc2C(=O)N(CCCCCC(=O)NO)c2ccccc21,5.09
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,6.92
CN(C)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,7.24
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,4.12
O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,4.28
COc1ccc2c(c1)C=C(C(=O)/C=C/c1c(OC)cc(OC)cc1OC)CO2,7.01
COc1ccc2c(c1)C=C(C(=O)/C=C/C1=Cc3cccc(OC)c3OC1)CO2,5.14
COc1ccc2c(c1)C=C(C(=O)/C=C/C1=Cc3ccc(OC)cc3OC1)CO2,4.73
COc1ccc2c(c1)C=C(/C=C/C(=O)C1=Cc3cc(OC)ccc3OC1)CO2,4.89
COc1ccc(/C=C/C(=O)C2=Cc3cc(OC)ccc3OC2)cc1,6.23
COc1ccc2c(c1)C=C(C(=O)/C=C/c1ccccc1OC)CO2,5.79
COc1ccc2c(c1)C=C(C(=O)/C=C/c1c(OC)cc(OC)cc1OC)CO2,7.03
COc1ccc2c(c1)C=C(C(=O)/C=C/c1cc(OC)c(OC)cc1OC)CO2,5.6
COc1ccc2c(c1)C=C(C(=O)/C=C/c1ccc(OC)cc1OC)CO2,5.4
COc1cc(/C=C/C(=O)C2=Cc3cc(OC)ccc3OC2)cc(OC)c1,6.48
COc1cc(OC)cc(C(=O)/C=C/C2=Cc3cc(Br)ccc3OC2)c1,5.47
COc1ccccc1C(=O)/C=C/C1=Cc2cc(Br)ccc2OC1,5.21
COc1cccc(C(=O)/C=C/C2=Cc3cc(Br)ccc3OC2)c1,5.34
COc1ccc2c(c1)C=C(/C=C/C(=O)c1ccccc1OC)CO2,5.98
COc1ccc(C(=O)/C=C/C2=Cc3ccc(OC)cc3OC2)cc1,4.98
COc1cc(OC)cc(C(=O)/C=C/C2=Cc3cc(OC)ccc3OC2)c1,4.45
COc1ccc(C(=O)/C=C/C2=Cc3cc(OC)ccc3OC2)cc1,5.1
COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,8.0
CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)cc2F)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,6.7
CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)c(F)c2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,6.85
COc1cc(NC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@](C#N)(c3ccc(Cl)cc3F)[C@H]2c2cccc(Cl)c2F)ccc1C(=O)O,7.4
CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc3cc(C(=O)O)ccc3c2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,6.85
CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)cn2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,7.05
